t,x,y,z
0.806907,-0.00919605,-0.00189304,-0.0101978
0.809359,-0.0138345,-0.0112393,-0.00551243
0.811812,-0.0166355,-0.0187356,-0.00129243
0.814265,-0.0119564,-0.0187,0.0010328
0.816717,-0.00902477,-0.0183194,0.00231025
0.81917,-0.0159819,-0.0159867,-0.00234161
0.821622,-0.0217367,-0.0138878,-0.00579342
0.824075,-0.0170386,-0.0138215,0.00118787
0.826528,-0.0123441,-0.0137566,0.00777512
0.82898,-0.0077104,-0.0137161,0.00773785
0.831433,-0.00314056,-0.0136967,0.00772175
0.833885,-0.00550464,-0.0159762,0.0100046
0.836338,-0.00786872,-0.0182558,0.0122874
0.838791,-0.012447,-0.0138242,0.0190154
0.841243,-0.0171125,-0.00912835,0.0259184
0.843696,-0.0153742,-0.00661409,0.0285249
0.846148,-0.0130417,-0.00430225,0.0307327
0.848601,-0.0107017,-0.00397227,0.0288971
0.851054,-0.00836064,-0.00394347,0.026447
0.853506,-0.00796209,-0.00774711,0.0182985
0.855959,-0.0079869,-0.012386,0.00890817
0.858411,-0.00978648,-0.0188663,0.00856274
0.860864,-0.0121041,-0.0258842,0.0108577
0.863317,-0.0144088,-0.0260973,0.00639163
0.865769,-0.0167085,-0.0237555,-0.000612953
0.868222,-0.0127026,-0.0198323,-0.00127095
0.870674,-0.00572963,-0.015165,0.00105755
0.873127,-0.000262569,-0.0120244,0.0019071
0.87558,0.00433135,-0.0097689,0.00189918
0.878032,0.00348035,-0.0088542,0.00461005
0.880485,-0.00121775,-0.00888685,0.00924188
0.882937,-0.00339276,-0.0101801,0.0101028
0.88539,-0.00340948,-0.0125519,0.00773795
0.887843,-0.00343991,-0.0126466,0.00309979
0.890295,-0.00348452,-0.0103899,-0.00388616
0.892748,-0.00351773,-0.00813036,-0.005685
0.8952,-0.00353671,-0.00586726,-0.00101264
0.897653,-0.00447811,-0.00452358,-4.84524e-05
0.900106,-0.00681522,-0.00457107,-0.00469519
0.902558,-0.00834037,-0.0062287,-0.00363251
0.905011,-0.00836348,-0.0108649,0.00799179
0.907463,-0.00978913,-0.0140803,0.015358
0.909916,-0.0144277,-0.0140412,0.0129699
0.912369,-0.0172748,-0.0145973,0.0105862
0.914821,-0.0149394,-0.0168755,0.0082153
0.917274,-0.0130952,-0.0186687,0.00682244
0.919726,-0.0131003,-0.0186361,0.00911227
0.922179,-0.0134832,-0.0182176,0.0110208
0.924632,-0.0158081,-0.0158152,0.0109691
0.927084,-0.0173276,-0.0139521,0.0114544
0.929537,-0.0126977,-0.0162063,0.0160397
0.93199,-0.00838796,-0.0186223,0.0201439
0.934442,-0.00841096,-0.0232279,0.0177371
0.936895,-0.00843344,-0.0276295,0.0152803
0.939347,-0.00843239,-0.0228702,0.0105739
0.9418,-0.00843134,-0.0181109,0.00586752
0.944253,-0.00845351,-0.0224569,0.00572059
0.946705,-0.00847628,-0.0270385,0.00569171
0.949158,-0.0106523,-0.0230257,0.00566542
0.95161,-0.012996,-0.0183435,0.00563933
0.954063,-0.0132572,-0.0177595,0.00561488
0.956516,-0.0132364,-0.0177305,0.00559065
0.958968,-0.00936885,-0.0177438,0.00750034
0.961421,-0.00473405,-0.0177654,0.00979576
0.963873,-0.000130683,-0.0177892,0.013901
0.966326,0.00446417,-0.0178134,0.018497
0.968779,0.000434776,-0.0144017,0.0179152
0.971231,-0.00662979,-0.00978081,0.0155112
0.973684,-0.00720797,-0.0099875,0.0083016
0.976136,-0.00490813,-0.0123362,-0.00104032
0.978589,-0.00560163,-0.0146597,0.000153177
0.981042,-0.00793799,-0.0169692,0.00712887
0.983494,-0.0102627,-0.0109655,0.00573945
0.985947,-0.0125796,0.000612168,-0.00125861
0.988399,-0.0123383,-0.0019065,-0.000550085
0.990852,-0.0100175,-0.0158835,0.00642282
0.993305,-0.00653726,-0.0216109,0.00751366
0.995757,-0.00191877,-0.0192389,0.00282966
0.99821,-0.00260217,-0.0158031,0.00134996
1.00066,-0.00957047,-0.0111061,0.00366867
1.00312,-0.0146205,-0.0102347,0.00312111
1.00557,-0.0169165,-0.0148557,-0.00154147
1.00802,-0.0149889,-0.0152368,-0.00534719
1.01047,-0.00566709,-0.0081955,-0.00765286
1.01293,0.000693469,-0.00485913,-0.00774872
1.01538,0.000660042,-0.00952264,-0.0030731
1.01783,0.000626693,-0.0122933,0.0022169
1.02028,0.000593557,-0.00993361,0.0091721
1.02274,3.81095e-05,-0.00809569,0.0150815
1.02519,-0.0023425,-0.00808098,0.0173364
1.02764,-0.00512203,-0.00848172,0.0195889
1.03009,-0.00977587,-0.0108344,0.0218303
1.03255,-0.0141267,-0.0122874,0.0231751
1.035,-0.0164221,-0.00763617,0.0184375
1.03745,-0.0185289,-0.00355675,0.0142698
1.0399,-0.0185092,-0.00592583,0.0165294
1.04236,-0.0181683,-0.00845408,0.0186287
1.04481,-0.00882082,-0.0154456,0.0162354
1.04726,0.000526703,-0.0224372,0.0138422
1.04971,-0.00170524,-0.0178937,0.0137523
1.05217,-0.00408475,-0.0132033,0.0136917
1.05462,-0.00860463,-0.015144,0.00927405
1.05707,-0.0132602,-0.017505,0.00458025
1.05952,-0.00961518,-0.0157061,0.00613633
1.06198,-0.00497963,-0.0134107,0.00843827
1.06443,-0.00428214,-0.0209269,0.0107248
1.06688,-0.0042995,-0.030224,0.0130086
1.06934,-0.00802191,-0.0301611,0.00971336
1.07179,-0.0126744,-0.0277486,0.00501771
1.07424,-0.012081,-0.0253702,0.00558623
1.07669,-0.0097607,-0.023003,0.0078877
1.07915,-0.0107461,-0.0173814,0.00853731
1.0816,-0.0131125,-0.0104001,0.00849678
1.08405,-0.0139214,-0.00803649,0.00540435
1.0865,-0.0139219,-0.00806971,0.000727799
1.08896,-0.0124864,-0.00950027,0.00174787
1.09141,-0.0101379,-0.0118194,0.00639041
1.09386,-0.0117279,-0.0115113,0.00839334
1.09631,-0.0163594,-0.00917449,0.00835793
1.09877,-0.0149867,-0.00683902,0.00712051
1.10122,-0.00801036,-0.00450482,0.00476127
1.10367,-0.00541277,-0.00656671,0.00350464
1.10612,-0.00774825,-0.0135812,0.0034902
1.10858,-0.00812148,-0.0195762,0.00740104
1.11103,-0.00582048,-0.0241818,0.0166614
1.11348,-0.00526309,-0.0252832,0.0206579
1.11593,-0.00759688,-0.0205744,0.0159259
1.11839,-0.0114598,-0.016642,0.0104422
1.12084,-0.0184388,-0.0142921,0.00342695
1.12329,-0.0227835,-0.012603,-0.00095366
1.12575,-0.0204268,-0.0125952,0.00136831
1.1282,-0.0180688,-0.0142239,0.00477739
1.13065,-0.0157066,-0.0211752,0.0117223
1.1331,-0.0129159,-0.0255009,0.0173468
1.13556,-0.0082761,-0.0184956,0.0172732
1.13801,-0.00527497,-0.0128009,0.0168724
1.14046,-0.0122472,-0.0150825,0.0144801
1.14291,-0.0187773,-0.017583,0.0125264
1.14537,-0.021052,-0.0221905,0.0147947
1.14782,-0.022997,-0.0263605,0.0169532
1.15027,-0.0182697,-0.0216788,0.0168871
1.15272,-0.0135428,-0.016997,0.0168207
1.15518,-0.0135461,-0.012357,0.0144298
1.15763,-0.0135495,-0.00771705,0.0120389
1.16008,-0.0135289,-0.00751154,0.0140899
1.16253,-0.013507,-0.00752447,0.0163597
1.16499,-0.00507578,-0.0117814,0.0123096
1.16744,0.0042276,-0.0164784,0.00760421
1.16989,0.0014853,-0.0151229,0.00691283
1.17234,-0.00323388,-0.0127741,0.00688022
1.1748,-0.00413449,-0.0123271,0.00873381
1.17725,-0.00415103,-0.0123204,0.0110241
1.1797,-0.00775296,-0.0105541,0.00797308
1.18216,-0.0124564,-0.00824737,0.00328115
1.18461,-0.0154501,-0.0092713,0.00361463
1.18706,-0.0177721,-0.0116036,0.00592216
1.18951,-0.0154129,-0.0123682,0.00977325
1.19197,-0.0107579,-0.0123641,0.0143813
1.19442,-0.0104683,-0.00947935,0.0117296
1.19687,-0.0128098,-0.00485829,0.00470216
1.19932,-0.0124474,-0.00428562,-0.000950718
1.20178,-0.0101021,-0.00668179,-0.00559559
1.20423,-0.00899709,-0.00657033,-0.00776382
1.20668,-0.00899237,-0.0042343,-0.00773493
1.20913,-0.01012,-0.00528033,-0.0032262
1.21159,-0.0124603,-0.00994812,0.00607985
1.21404,-0.0127698,-0.0125877,0.0102973
1.21649,-0.0104511,-0.0126024,0.0079287
1.21894,-0.0090414,-0.0117139,0.00466575
1.2214,-0.00906032,-0.00940596,-2.88767e-06
1.22385,-0.0098717,-0.00948253,-0.00227931
1.2263,-0.0122088,-0.0141502,5.01146e-05
1.22875,-0.0131658,-0.0167488,0.0030582
1.23121,-0.0108215,-0.0143988,0.00768957
1.23366,-0.0107756,-0.0109171,0.0105882
1.23611,-0.0177059,-0.00400041,0.00822705
1.23857,-0.0227714,0.0010523,0.00633404
1.24102,-0.0204142,-0.00131431,0.00630422
1.24347,-0.0180603,-0.00475232,0.00734479
1.24592,-0.0157241,-0.0140864,0.0142758
1.24838,-0.0133898,-0.0219259,0.0204576
1.25083,-0.0110717,-0.0172611,0.0203714
1.25328,-0.00903197,-0.0128759,0.0198695
1.25573,-0.011374,-0.0128922,0.0128249
1.25819,-0.013656,-0.0129084,0.0058696
1.26064,-0.0112873,-0.0129217,0.00584863
1.26309,-0.00891857,-0.0129351,0.00582767
1.26554,-0.00659595,-0.0129537,0.005804
1.268,-0.00427497,-0.0129725,0.00578024
1.27045,-0.00412344,-0.012986,0.00575434
1.2729,-0.00416391,-0.0129991,0.00572825
1.27535,-0.00622616,-0.0170342,0.00570095
1.27781,-0.00858604,-0.0216614,0.00567346
1.28026,-0.00899824,-0.0224354,-9.04534e-05
1.28271,-0.00899632,-0.0223902,-0.00707407
1.28516,-0.00720685,-0.0205741,-0.00318894
1.28762,-0.00490625,-0.0182516,0.00380399
1.29007,-0.00770521,-0.0176032,0.00736276
1.29252,-0.0123843,-0.0175722,0.00965538
1.29497,-0.0122804,-0.019129,0.00876317
1.29743,-0.00996272,-0.0214207,0.00639694
1.29988,-0.00763957,-0.0207753,0.00257006
1.30233,-0.00531329,-0.0184533,-0.00209065
1.30479,-0.00574859,-0.0175104,-0.00125953
1.30724,-0.00810632,-0.0175275,0.00339466
1.30969,-0.0104412,-0.0187787,0.00802787
1.31214,-0.0127568,-0.0210705,0.0126434
1.3146,-0.010478,-0.0199182,0.0137906
1.31705,-0.00352194,-0.0152597,0.0114072
1.3195,0.000309911,-0.0126871,0.00695351
1.32195,0.000300535,-0.0126789,-4.54853e-05
1.32441,0.000281058,-0.0136122,-0.00329603
1.32686,0.000246524,-0.0159491,-0.000959155
1.32931,-0.001441,-0.0158021,0.000547004
1.33176,-0.00613852,-0.0111322,0.000540482
1.33422,-0.0101111,-0.00861502,0.00196057
1.33667,-0.0124511,-0.0109461,0.0065938
1.33912,-0.0135707,-0.0132713,0.00940504
1.34157,-0.0112252,-0.0155801,0.007043
1.34403,-0.00838874,-0.0169,0.00567576
1.34648,-0.00374299,-0.0145753,0.00797444
1.34893,-0.00103822,-0.0122455,0.00949691
1.35138,-0.00805509,-0.00988982,0.00713161
1.35384,-0.013677,-0.00837048,0.00560012
1.35629,-0.00901153,-0.0130188,0.0102175
1.35874,-0.00519051,-0.0173268,0.0146639
1.3612,-0.0121891,-0.0172745,0.0169192
1.36365,-0.0190677,-0.0172221,0.0190564
1.3661,-0.0213406,-0.0171647,0.0166562
1.36855,-0.0236135,-0.0171073,0.014256
1.37101,-0.0190853,-0.0147835,0.014142
1.37346,-0.0144066,-0.0124096,0.0140787
1.37591,-0.00974083,-0.0143986,0.01618
1.37836,-0.00507598,-0.0167091,0.018441
1.38082,-0.00869445,-0.0107947,0.0124748
1.38327,-0.0133964,-0.00380432,0.00543247
1.38572,-0.0102985,-0.00657905,0.00815101
1.38817,-0.00568515,-0.0112511,0.0127661
1.39063,-0.00658202,-0.0159123,0.0100211
1.39308,-0.00894103,-0.0205707,0.00532309
1.39553,-0.00956019,-0.0217497,0.0109994
1.39798,-0.00957841,-0.021727,0.0202588
1.40044,-0.00798144,-0.0200717,0.0246182
1.40289,-0.00567985,-0.0177042,0.0268401
1.40534,-0.00489585,-0.0168702,0.0245323
1.40779,-0.00493172,-0.0168647,0.0197775
1.41025,-0.00916011,-0.0140685,0.0150465
1.4127,-0.0161576,-0.00942912,0.0103313
1.41515,-0.0154092,-0.00609914,0.00563651
1.41761,-0.00845533,-0.00381814,0.00095809
1.42006,-0.00505402,-0.00508198,-0.00016252
1.42251,-0.00509065,-0.00977633,0.00215992
1.42496,-0.00726674,-0.0123014,0.00447268
1.42742,-0.0119425,-0.012292,0.00677416
1.42987,-0.0127591,-0.0142041,0.00522488
1.43232,-0.00811704,-0.0188342,-0.00177132
1.43477,-0.00519303,-0.0208777,-0.00278545
1.43723,-0.00523048,-0.0184624,0.00651176
1.43968,-0.00675304,-0.0153272,0.0098441
1.44213,-0.0114296,-0.0106627,0.000508692
1.44458,-0.0148284,-0.00789581,-0.00500494
1.44704,-0.0148265,-0.010179,-0.000347024
1.44949,-0.0148133,-0.0119448,0.00377958
1.45194,-0.014761,-0.0119396,0.00608758
