t,x,y,z
0.652213,0.0267981,0.273144,9.80591
0.653465,0.0220393,0.280282,9.80116
0.654717,0.0227836,0.283752,9.80373
0.655969,0.0251629,0.286131,9.80849
0.657221,0.0293466,0.281292,9.80784
0.658473,0.034105,0.274155,9.80546
0.659724,0.0353145,0.274115,9.80131
0.660976,0.0353145,0.276494,9.79655
0.662228,0.0353145,0.278873,9.79702
0.66348,0.0353145,0.281252,9.7994
0.664732,0.0370281,0.280204,9.79492
0.665984,0.0394071,0.277825,9.78779
0.667236,0.0350538,0.27208,9.79075
0.668487,0.0279174,0.264943,9.79789
0.669739,0.0224333,0.259459,9.80502
0.670991,0.0176757,0.254702,9.81216
0.672243,0.0161609,0.256429,9.80795
0.673495,0.0161609,0.261187,9.79843
0.674747,0.0209318,0.257993,9.79846
0.675998,0.0280679,0.250857,9.80322
0.67725,0.0367634,0.249958,9.79862
0.678502,0.0462783,0.252336,9.7891
0.679754,0.0450942,0.253187,9.78417
0.681006,0.0379575,0.253187,9.78179
0.682258,0.0278233,0.25019,9.78541
0.68351,0.015926,0.245431,9.79255
0.684761,0.0172474,0.240673,9.79234
0.686013,0.0267652,0.235914,9.78758
0.687265,0.0305261,0.234033,9.77994
0.688517,0.0305261,0.234033,9.77043
0.689769,0.0333456,0.235443,9.76514
0.691021,0.0381045,0.237822,9.76276
0.692272,0.0387226,0.236061,9.7659
0.693524,0.0363432,0.231302,9.77304
0.694776,0.0339637,0.230596,9.78018
0.696028,0.0315843,0.232975,9.78731
0.69728,0.0305261,0.226106,9.78785
0.698532,0.0305261,0.211829,9.78309
0.699784,0.0253591,0.204011,9.78479
0.701035,0.0158413,0.201632,9.79193
0.702287,0.0151592,0.203039,9.7978
0.703539,0.0222975,0.207798,9.80256
0.704791,0.0306686,0.211324,9.80239
0.706043,0.0401864,0.213703,9.79763
0.707295,0.0412816,0.208863,9.79167
0.708547,0.0341432,0.196966,9.78453
0.709798,0.0328735,0.193285,9.78326
0.71105,0.0376324,0.198044,9.78802
0.712302,0.0389586,0.203947,9.79049
0.713554,0.0365792,0.211085,9.79049
0.714806,0.0319704,0.217109,9.7916
0.716058,0.0248321,0.221868,9.79398
0.717309,0.0252896,0.220116,9.79311
0.718561,0.034807,0.210599,9.78835
0.719813,0.0422136,0.204247,9.78992
0.721065,0.0469722,0.201868,9.79944
0.722317,0.0476286,0.200514,9.8028
0.723569,0.0428701,0.200514,9.79804
0.724821,0.0361203,0.203501,9.79229
0.726072,0.0266035,0.210639,9.78515
0.727324,0.0199836,0.211017,9.77995
0.728576,0.0176045,0.201501,9.77757
0.729828,0.0189674,0.196662,9.778
0.73108,0.0261047,0.199041,9.78275
0.732332,0.0314314,0.204136,9.78389
0.733584,0.0338104,0.213652,9.77913
0.734835,0.0361895,0.217043,9.77612
0.736087,0.0385685,0.209906,9.77612
0.737339,0.0392583,0.203614,9.7795
0.738591,0.0368793,0.198856,9.78902
0.739843,0.0353145,0.19654,9.79284
0.741095,0.0353145,0.198919,9.7857
0.742346,0.036098,0.203648,9.78326
0.743598,0.0384768,0.213164,9.7904
0.74485,0.0385973,0.216657,9.79528
0.746102,0.0338397,0.207142,9.79528
0.747354,0.02836,0.200514,9.796
0.748606,0.0212236,0.200514,9.79838
0.749858,0.0161609,0.201897,9.79937
0.751109,0.0161609,0.206654,9.797
0.752361,0.0161609,0.20877,9.79396
0.753613,0.0161609,0.204013,9.7892
0.754865,0.01805,0.201774,9.78948
0.756117,0.0251867,0.206532,9.80375
0.757369,0.0287283,0.21069,9.81503
