time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
14.805938,0.2653,-0.0667,1.4931,1.518
14.809618,0.2434,-0.0132,1.7605,1.777
14.815337,0.1321,0.0848,2.0274,2.033
14.821125,0.0218,0.1700,1.9827,1.990
14.825430,-0.0243,0.2041,1.8470,1.858
14.830532,-0.0547,0.2065,1.8786,1.891
14.834982,-0.0860,0.2160,2.0293,2.043
14.841069,-0.1199,0.2853,2.0789,2.102
14.851332,-0.1330,0.4003,1.9940,2.038
14.852103,-0.0963,0.5135,1.8131,1.887
14.854151,-0.0666,0.5964,1.5794,1.690
14.862737,-0.0479,0.6299,1.3745,1.513
14.864719,-0.0974,0.5949,1.2413,1.380
14.869770,-0.1620,0.5299,1.1176,1.247
14.877225,-0.2033,0.3919,0.9891,1.083
14.880793,-0.2207,0.2337,0.8415,0.901
14.885434,-0.2570,0.0891,0.7084,0.759
14.892652,-0.3173,-0.0416,0.6186,0.696
14.896045,-0.2723,-0.0912,0.4475,0.532
14.900356,-0.1402,-0.0737,0.1859,0.244
14.905263,0.0322,-0.0224,0.0397,0.056
14.910928,0.1397,0.0241,0.0135,0.142
14.916437,0.1725,0.0376,-0.0172,0.177
14.920586,0.1591,0.0371,-0.0764,0.180
14.924685,0.1571,0.0849,-0.1878,0.259
14.930386,0.1998,0.1905,-0.1650,0.322
14.935100,0.1331,0.3685,-0.0225,0.392
14.940492,-0.0061,0.5280,0.0720,0.533
14.944860,-0.0939,0.5641,0.0421,0.573
14.951593,-0.0676,0.4863,-0.0307,0.492
14.954591,0.0442,0.3471,-0.0748,0.358
14.963177,0.1883,0.1994,-0.0470,0.278
14.964938,0.2869,0.0908,-0.0051,0.301
14.972585,0.3497,0.0546,-0.1211,0.374
14.975190,0.3395,-0.0048,-0.2419,0.417
14.979649,0.2952,-0.0350,-0.3338,0.447
14.984996,0.1983,-0.1122,-0.4063,0.466
14.991844,0.0970,-0.2509,-0.3305,0.426
14.995250,0.0383,-0.4127,-0.2308,0.474
14.999999,-0.0062,-0.4832,-0.2556,0.547
15.005062,-0.0636,-0.4199,-0.2706,0.504
15.009507,-0.1338,-0.3238,-0.1660,0.388
15.014954,-0.1556,-0.2763,-0.0089,0.317
15.020728,-0.1447,-0.3158,0.0857,0.358
15.026011,-0.1444,-0.3563,0.0365,0.386
15.030882,-0.1833,-0.3216,-0.0940,0.382
15.035993,-0.1845,-0.2496,-0.1910,0.364
15.040204,-0.1864,-0.1926,-0.2496,0.366
15.046787,-0.1938,-0.1308,-0.3752,0.442
15.050934,-0.1964,-0.1594,-0.6057,0.656
15.056426,-0.1740,-0.2346,-0.8645,0.912
15.066725,-0.1069,-0.2413,-1.0031,1.037
15.067725,-0.0713,-0.2603,-1.0792,1.112
15.072813,-0.0431,-0.3055,-1.0352,1.080
15.077340,-0.0088,-0.3288,-0.9050,0.963
15.083107,-0.0413,-0.2631,-0.7126,0.761
15.085686,-0.0897,-0.2137,-0.4487,0.505
15.091338,-0.1461,-0.1381,-0.1899,0.277
15.096165,-0.1878,0.0111,0.0444,0.193
15.102366,-0.2438,0.1760,0.2350,0.382
15.105906,-0.3045,0.2647,0.3152,0.512
15.111631,-0.3641,0.2097,0.2898,0.510
15.116382,-0.3785,0.0057,0.2356,0.446
15.121962,-0.3753,-0.2713,0.1431,0.485
15.126042,-0.3713,-0.4588,-0.0879,0.597
15.131260,-0.3017,-0.5427,-0.3760,0.726
15.137873,-0.1366,-0.6042,-0.5534,0.831
15.141672,0.1146,-0.6383,-0.5822,0.872
15.147161,0.3317,-0.6017,-0.5533,0.882
15.153167,0.4233,-0.5416,-0.5578,0.885
15.156003,0.4179,-0.5391,-0.5477,0.875
15.175605,0.3963,-0.5408,-0.4800,0.825
15.176385,0.3668,-0.4461,-0.4028,0.704
15.176702,0.2758,-0.2592,-0.3685,0.528
15.176984,0.1560,-0.0950,-0.4012,0.441
15.180572,0.0505,-0.0108,-0.4624,0.465
15.185843,-0.0403,0.0130,-0.4996,0.501
15.191925,-0.1253,0.0096,-0.4313,0.449
15.196531,-0.1481,0.0031,-0.1860,0.238
15.203731,-0.1529,-0.0400,0.1164,0.196
15.206526,-0.1738,-0.2016,0.3131,0.411
15.211765,-0.2156,-0.3434,0.3374,0.528
15.216999,-0.3112,-0.3801,0.3425,0.599
15.221932,-0.3795,-0.3456,0.3474,0.620
15.228006,-0.4636,-0.2499,0.2948,0.604
15.232052,-0.5343,-0.1504,0.1417,0.573
15.236097,-0.5664,-0.0899,-0.0925,0.581
15.241534,-0.5540,-0.0491,-0.2498,0.610
15.254344,-0.4721,0.0201,-0.3734,0.602
15.259222,-0.3776,0.0273,-0.5300,0.651
15.259604,-0.2511,-0.0320,-0.6624,0.709
15.261471,-0.0595,-0.1958,-0.6938,0.723
15.266925,0.1391,-0.3542,-0.5864,0.699
15.271711,0.2051,-0.4164,-0.3737,0.596
15.277029,0.1567,-0.4494,-0.1373,0.495
15.281274,0.0937,-0.4437,0.0797,0.460
15.286814,0.0631,-0.3517,0.3060,0.470
15.290919,0.0352,-0.1593,0.5224,0.547
15.297147,-0.0053,0.0375,0.6952,0.696
15.303803,-0.1067,0.1760,0.8006,0.827
15.307097,-0.2687,0.2321,0.8816,0.950
15.312587,-0.4306,0.2806,0.8842,1.023
15.317395,-0.5555,0.3371,0.7964,1.028
15.322637,-0.5859,0.3591,0.6473,0.944
15.326652,-0.5361,0.3751,0.5184,0.835
15.332827,-0.3869,0.3662,0.4711,0.711
15.336018,-0.2430,0.3563,0.4480,0.622
15.341305,-0.0704,0.3263,0.3871,0.511
15.346012,-0.0104,0.2289,0.2318,0.326
15.356441,-0.0281,0.0934,0.1254,0.159
15.357306,-0.0330,-0.0516,0.1007,0.118
15.362445,-0.0070,-0.1867,0.1239,0.224
15.367056,-0.0174,-0.2355,0.0899,0.253
15.371680,-0.0881,-0.1889,-0.0386,0.212
15.376525,-0.1337,-0.1326,-0.1374,0.233
15.381840,-0.1557,-0.0802,-0.1546,0.234
15.387232,-0.1835,0.0302,-0.1289,0.226
15.391925,-0.2790,0.1986,-0.0938,0.355
15.395854,-0.3179,0.3724,-0.0685,0.494
15.401892,-0.2721,0.4945,-0.0005,0.564
15.406647,-0.1755,0.5176,0.1240,0.560
15.412534,-0.0524,0.4943,0.2807,0.571
15.416787,0.1253,0.5002,0.4787,0.704
15.422453,0.3242,0.5818,0.6941,0.962
15.427462,0.4584,0.6665,0.9027,1.212
15.431812,0.4852,0.6965,1.0950,1.385
15.437365,0.4142,0.6337,1.2473,1.459
15.442271,0.3313,0.4689,1.3267,1.446
15.453642,0.2605,0.2504,1.3195,1.368
15.454779,0.2166,0.1210,1.1696,1.196
15.463143,0.2095,0.0613,0.9351,0.960
15.463652,0.2303,0.0428,0.6501,0.691
15.466550,0.2603,-0.0150,0.2915,0.391
15.471866,0.3384,-0.1394,-0.0736,0.373
15.477846,0.4649,-0.2820,-0.3454,0.644
15.482625,0.6396,-0.3990,-0.4342,0.870
15.488091,0.7807,-0.4852,-0.4224,1.012
15.492100,0.8262,-0.5446,-0.4912,1.105
15.497782,0.7427,-0.5199,-0.4974,1.034
15.504058,0.6056,-0.3733,-0.4702,0.853
15.508479,0.5195,-0.1817,-0.5380,0.770
15.512732,0.4522,-0.0073,-0.7094,0.841
15.518023,0.3671,0.1119,-0.8364,0.920
15.523333,0.2226,0.1235,-0.8385,0.876
15.527246,-0.5636,0.7164,-0.7500,1.180
15.533227,-1.0200,1.3770,-0.7996,1.891
15.536967,-0.4711,0.7794,-0.4022,0.996
15.543893,-0.1728,0.1108,-0.0935,0.226
15.554400,-0.0496,-0.4863,0.1603,0.514
15.555399,0.0200,-0.9034,0.3405,0.966
15.557314,0.1215,-1.2461,0.1771,1.264
15.563635,0.1418,-1.3010,-0.1607,1.319
15.567114,0.1209,-1.1843,-0.4816,1.284
15.572580,0.0847,-1.0489,-0.8281,1.339
15.577772,0.0165,-0.8757,-1.1431,1.440
15.582823,-0.0251,-0.6796,-1.3316,1.495
15.587250,-0.0827,-0.4259,-1.2902,1.361
15.592505,-0.1571,-0.1963,-1.0717,1.101
15.597767,-0.2581,0.0041,-0.9012,0.937
15.602631,-0.3231,0.0412,-0.7931,0.857
15.607489,-0.3377,-0.0612,-0.6277,0.715
15.612654,-0.2743,-0.2458,-0.2664,0.455
15.617553,-0.1780,-0.3549,0.0990,0.409
15.623109,-0.0881,-0.3121,0.3204,0.456
15.629319,-0.1016,-0.2279,0.5412,0.596
15.633700,-0.5188,-0.0204,3.5969,3.634
15.637914,-2.6852,0.5097,13.1438,13.425
15.642897,-0.5989,0.3250,-0.2879,0.740
15.652999,-0.2239,0.1453,-2.1097,2.126
15.653753,-0.3345,-0.5957,-1.5374,1.682
15.668946,-0.3525,-1.2268,-0.9463,1.589
15.669812,-0.2788,-1.3936,-1.2449,1.889
15.670334,-0.1299,-1.2004,-1.6525,2.047
15.673136,0.1571,-0.8352,0.4087,0.943
15.680069,0.3913,-0.2833,4.3225,4.349
15.682840,-0.0800,-0.0398,0.4983,0.506
15.688025,-0.4696,0.1656,-1.4026,1.488
15.693570,-0.5036,0.2949,-0.5315,0.789
15.697759,-0.3201,0.2961,1.0848,1.169
15.703265,-0.2800,0.1815,0.4753,0.581
15.707881,-0.1118,0.0438,-0.4728,0.488
15.713469,0.2613,-0.1991,-0.0663,0.335
15.717942,1.0788,-0.5227,0.6357,1.357
15.722927,0.8223,-0.4325,-0.2512,0.963
15.728712,0.2240,-0.4454,-1.1273,1.233
15.733574,-0.0998,-0.5714,-1.4858,1.595
15.739324,-0.0822,-0.5248,-1.2461,1.355
15.744236,-0.1323,-0.5364,-0.8921,1.049
15.752141,-0.2047,-0.6236,0.0303,0.657
15.752877,-0.2877,-0.6013,0.1479,0.683
15.765247,-0.2209,-0.6320,-0.6868,0.959
15.765752,-0.2175,-0.6403,-0.3442,0.759
15.770786,-0.1809,-0.7470,-0.5333,0.936
15.772916,-0.0064,-0.9072,-0.9040,1.281
15.778112,0.0829,-0.9678,-0.4947,1.090
15.784169,0.2014,-1.0396,-0.5019,1.172
15.789036,0.2691,-1.2422,-0.9010,1.558
15.793425,0.2817,-1.2647,-0.5962,1.426
15.800300,0.0254,-0.6385,1.1004,1.273
15.804551,-0.5268,-0.0160,2.4179,2.475
15.809201,-1.4475,0.5724,4.6481,4.902
15.815339,-1.7495,1.4183,5.3940,5.845
15.819707,0.5553,5.5050,-10.1167,11.531
15.823355,0.5887,4.1809,4.1854,5.945
15.829385,0.0112,1.3713,1.1150,1.767
15.835516,0.3714,0.0265,-4.3857,4.402
15.839927,0.8303,-1.4292,-3.4429,3.819
15.845337,1.6673,-1.6974,4.5098,5.099
15.870170,-0.0507,-0.4855,1.7497,1.816
15.871485,0.3031,-0.4173,-1.5764,1.659
15.872014,0.4165,-0.2121,0.0802,0.474
15.872364,-0.2600,0.0364,0.1087,0.284
15.872744,-0.2451,-0.0180,-0.4463,0.509
15.875251,-0.2535,0.1023,-0.2879,0.397
15.883239,-0.1673,-0.0111,-0.0532,0.176
15.884032,-0.1374,-0.1350,0.3103,0.365
15.888641,-0.1064,-0.1504,0.0373,0.188
15.894614,-0.0020,-0.0899,-0.1924,0.212
15.900122,-0.0794,-0.0965,-0.0057,0.125
15.904304,-0.0529,-0.1075,-0.0727,0.140
15.910503,-0.0223,-0.0935,-0.0630,0.115
15.913278,-0.0597,-0.1129,-0.0151,0.129
15.920298,-0.0155,-0.1083,-0.1777,0.209
15.925688,-0.0045,-0.1325,-0.0245,0.135
15.930089,-0.0365,-0.1141,-0.0579,0.133
15.934830,-0.0302,-0.1003,-0.0818,0.133
15.939237,-0.1681,-0.1627,0.0761,0.246
15.945375,-0.0594,-0.0908,-0.0292,0.112
15.955881,-0.0465,-0.0230,-0.3495,0.353
15.956774,0.1029,-0.1425,-0.1052,0.205
15.960064,0.0245,-0.1920,0.1818,0.266
15.964301,0.0038,-0.1125,-0.0719,0.134
15.970616,-0.0524,-0.0891,-0.1436,0.177
15.974857,-0.1561,-0.0691,0.0958,0.196
15.980866,-0.1885,-0.0813,0.1819,0.274
15.985814,-0.2368,-0.0575,-0.2055,0.319
15.989921,0.0167,-0.0706,0.2254,0.237
15.995616,-0.0632,-0.1669,0.0101,0.179
16.000640,0.1533,-0.1451,-0.2911,0.360
16.004459,0.0581,-0.1487,-0.2284,0.279
16.009802,0.0517,-0.1244,-0.2520,0.286
16.015232,0.0570,-0.1054,-0.4048,0.422
16.020026,0.3510,-0.0882,-1.2988,1.348
16.026348,0.3273,-0.3690,-0.0207,0.494
16.030379,0.1436,-0.0922,-0.1215,0.209
16.034656,-0.2201,-0.0877,0.6531,0.695
16.039593,-0.3879,-0.0466,0.3700,0.538
16.045605,-0.3492,0.0090,0.1113,0.367
16.055653,-0.3471,-0.0365,0.1686,0.388
16.056574,-0.1360,-0.0413,0.0585,0.154
16.061369,-0.0158,-0.1080,-0.0276,0.113
16.066382,0.0796,-0.1425,-0.1661,0.233
16.071820,0.1229,-0.1695,-0.1898,0.283
16.075737,0.1192,-0.1697,-0.2757,0.345
16.079634,0.0525,-0.1523,-0.1893,0.249
16.085070,-0.0174,-0.1212,-0.0695,0.141
16.090633,-0.0642,-0.0992,-0.0313,0.122
16.094543,-0.0993,-0.0813,0.0357,0.133
16.100459,-0.0893,-0.0813,-0.0026,0.121
16.106450,-0.0720,-0.0950,-0.0360,0.125
16.109442,-0.0459,-0.1036,-0.0647,0.130
16.116422,-0.0147,-0.1122,-0.0837,0.141
16.119573,-0.0017,-0.1307,-0.0931,0.161
16.126693,0.0077,-0.1257,-0.1122,0.169
16.130893,-0.0011,-0.1163,-0.1025,0.155
16.138081,-0.0334,-0.1166,-0.0736,0.142
16.140625,-0.0419,-0.1072,-0.0688,0.134
16.148398,-0.0413,-0.1026,-0.0496,0.121
16.149883,-0.0605,-0.1073,-0.0591,0.137
16.156217,-0.0465,-0.1023,-0.0733,0.134
16.167101,-0.0517,-0.1116,-0.0685,0.141
16.168076,-0.0233,-0.1258,-0.0923,0.158
16.171583,-0.0138,-0.1257,-0.0730,0.146
16.176449,-0.0280,-0.1064,-0.0586,0.125
16.186503,-0.0230,-0.1064,-0.0681,0.128
16.187358,-0.0228,-0.1208,-0.0728,0.143
16.193318,-0.0321,-0.1065,-0.0727,0.133
16.197044,-0.0273,-0.1064,-0.0630,0.127
16.200989,-0.0275,-0.1063,-0.0534,0.122
16.206889,-0.0419,-0.1158,-0.0725,0.143
16.210411,-0.0324,-0.1109,-0.0724,0.136
16.216414,-0.0372,-0.1155,-0.0771,0.144
16.221036,-0.0420,-0.1059,-0.0674,0.132
16.226290,-0.0371,-0.1011,-0.0673,0.127
16.231340,-0.0418,-0.1106,-0.0720,0.138
16.234954,-0.0418,-0.1152,-0.0767,0.145
16.241888,-0.0322,-0.1152,-0.0527,0.131
16.246045,-0.0274,-0.1102,-0.0765,0.137
16.250806,-0.0322,-0.1101,-0.0669,0.133
16.256522,-0.0370,-0.1053,-0.0668,0.130
16.267869,-0.0370,-0.1005,-0.0906,0.140
16.268726,-0.0226,-0.1052,-0.0762,0.132
16.271671,-0.0370,-0.1004,-0.0761,0.131
16.276850,-0.0369,-0.1100,-0.0807,0.141
16.284555,-0.0369,-0.1100,-0.0806,0.141
16.285427,-0.0321,-0.1051,-0.0662,0.128
16.292923,-0.0321,-0.1050,-0.0757,0.133
16.297082,-0.0369,-0.1002,-0.0708,0.128
16.304323,-0.0225,-0.1001,-0.0611,0.119
16.305316,-0.0273,-0.1096,-0.0611,0.128
16.312233,-0.0321,-0.1096,-0.0562,0.127
16.316222,-0.0321,-0.1046,-0.0657,0.128
16.321411,-0.0273,-0.1093,-0.0608,0.128
16.327772,-0.0320,-0.1092,-0.0751,0.136
16.331942,-0.0367,-0.1091,-0.0654,0.132
16.337366,-0.0222,-0.1130,-0.0649,0.132
16.340211,-0.0221,-0.0977,-0.0596,0.117
16.345774,-0.0362,-0.0969,-0.0686,0.124
16.352333,-0.0312,-0.1105,-0.0680,0.133
16.356611,-0.0263,-0.1096,-0.0627,0.129
16.366903,-0.0261,-0.0944,-0.0622,0.116
16.367789,-0.0306,-0.0937,-0.0427,0.107
16.375543,-0.0446,-0.0978,-0.0613,0.124
16.376091,-0.0300,-0.0971,-0.0608,0.118
16.380451,-0.0156,-0.1011,-0.0603,0.119
16.387092,-0.0203,-0.1003,-0.0503,0.114
16.390849,-0.0297,-0.0996,-0.0451,0.113
16.396817,-0.0342,-0.0893,-0.0495,0.108
16.401373,-0.0434,-0.1028,-0.0538,0.124
16.406853,-0.0384,-0.0972,-0.0486,0.115
16.413155,-0.0287,-0.1059,-0.0577,0.124
16.417297,-0.0285,-0.1002,-0.0715,0.126
16.421659,-0.0284,-0.0946,-0.0661,0.119
16.429511,-0.0234,-0.0939,-0.0608,0.114
16.430532,-0.0374,-0.0836,-0.0556,0.107
16.438349,-0.0324,-0.0878,-0.0504,0.106
16.441968,-0.0274,-0.0824,-0.0547,0.103
16.448153,-0.0225,-0.0865,-0.0495,0.102
16.452597,-0.0175,-0.0953,-0.0586,0.113
16.456972,-0.0175,-0.0804,-0.0581,0.101
16.467889,-0.0316,-0.0846,-0.0624,0.110
16.468722,-0.0314,-0.0886,-0.0571,0.110
16.472402,-0.0359,-0.0832,-0.0471,0.102
16.476048,-0.0309,-0.0826,-0.0420,0.098
16.486330,-0.0307,-0.0772,-0.0606,0.103
16.487221,-0.0210,-0.0814,-0.0601,0.103
16.493915,-0.0304,-0.0761,-0.0501,0.096
16.497174,-0.0302,-0.0945,-0.0544,0.113
16.501617,-0.0205,-0.0795,-0.0492,0.096
16.506176,-0.0347,-0.0741,-0.0441,0.093
16.512483,-0.0201,-0.0830,-0.0485,0.098
16.518079,-0.0248,-0.0824,-0.0480,0.099
16.522344,-0.0294,-0.0816,-0.0476,0.099
16.527797,-0.0244,-0.0763,-0.0567,0.098
16.531680,-0.0195,-0.0757,-0.0610,0.099
16.537596,-0.0241,-0.0704,-0.0558,0.093
16.542745,-0.0287,-0.0794,-0.0505,0.098
16.546823,-0.0237,-0.0740,-0.0454,0.090
16.552362,-0.0283,-0.0876,-0.0403,0.100
16.556785,-0.0140,-0.0822,-0.0399,0.092
16.567573,-0.0282,-0.0721,-0.0491,0.092
16.568791,-0.0279,-0.0668,-0.0582,0.093
16.573553,-0.0277,-0.0711,-0.0482,0.090
16.578827,-0.0228,-0.0848,-0.0573,0.105
16.583852,-0.0321,-0.0699,-0.0473,0.090
16.588203,-0.0272,-0.0741,-0.0469,0.092
16.593524,-0.0270,-0.0687,-0.0418,0.085
16.597259,-0.0268,-0.0634,-0.0509,0.086
16.605402,-0.0313,-0.0677,-0.0505,0.090
16.607758,-0.0263,-0.0720,-0.0453,0.089
16.612785,-0.0166,-0.0667,-0.0402,0.080
16.617252,-0.0166,-0.0615,-0.0351,0.073
16.623130,-0.0213,-0.0610,-0.0348,0.073
16.628536,-0.0117,-0.0653,-0.0345,0.075
16.633357,-0.0163,-0.0695,-0.0485,0.086
16.637603,-0.0257,-0.0691,-0.0433,0.085
16.642785,-0.0302,-0.0590,-0.0477,0.082
16.648490,-0.0205,-0.0633,-0.0378,0.077
16.653031,-0.0346,-0.0533,-0.0423,0.076
16.667422,-0.0249,-0.0720,-0.0419,0.087
16.668285,-0.0295,-0.0619,-0.0368,0.078
16.668698,-0.0198,-0.0566,-0.0412,0.073
16.673527,-0.0149,-0.0562,-0.0409,0.071
16.677175,-0.0243,-0.0653,-0.0358,0.078
16.683812,-0.0289,-0.0553,-0.0450,0.077
16.688877,-0.0240,-0.0549,-0.0256,0.065
16.692655,-0.0144,-0.0593,-0.0349,0.070
16.698043,-0.0190,-0.0635,-0.0489,0.082
16.703811,-0.0094,-0.0582,-0.0342,0.068
16.707010,-0.0142,-0.0673,-0.0244,0.073
16.712827,-0.0094,-0.0620,-0.0385,0.074
16.718932,-0.0284,-0.0615,-0.0429,0.080
16.723263,-0.0234,-0.0657,-0.0330,0.077
16.727879,-0.0232,-0.0700,-0.0233,0.077
16.733071,-0.0230,-0.0551,-0.0278,0.066
16.754477,-0.0228,-0.0642,-0.0323,0.075
16.755338,-0.0275,-0.0495,-0.0321,0.065
16.755720,-0.0130,-0.0538,-0.0318,0.064
16.756090,-0.0130,-0.0677,-0.0268,0.074
16.766558,-0.0129,-0.0671,-0.0266,0.073
16.767362,-0.0175,-0.0713,-0.0358,0.082
16.767711,-0.0127,-0.0422,-0.0308,0.054
16.772653,-0.0079,-0.0561,-0.0258,0.062
16.778679,-0.0268,-0.0557,-0.0303,0.069
16.783282,-0.0172,-0.0648,-0.0348,0.076
16.788688,0.0020,-0.0500,-0.0250,0.056
16.792968,-0.0218,-0.0496,-0.0296,0.062
16.800225,-0.0216,-0.0445,-0.0246,0.055
16.803877,-0.0168,-0.0441,-0.0196,0.051
16.808297,-0.0167,-0.0438,-0.0337,0.058
16.813787,-0.0166,-0.0387,-0.0287,0.051
16.817834,-0.0212,-0.0527,-0.0284,0.064
16.823716,-0.0211,-0.0523,-0.0377,0.068
16.827795,-0.0257,-0.0614,-0.0374,0.076
16.833062,-0.0302,-0.0515,-0.0371,0.070
16.837800,-0.0110,-0.0464,-0.0415,0.063
16.844833,-0.0157,-0.0461,-0.0317,0.058
16.847880,-0.0204,-0.0458,-0.0219,0.055
16.855668,-0.0202,-0.0454,-0.0217,0.054
16.864828,-0.0153,-0.0546,-0.0215,0.061
16.865751,-0.0105,-0.0544,-0.0166,0.058
16.882706,-0.0104,-0.0540,-0.0212,0.059
16.883522,-0.0150,-0.0441,-0.0353,0.058
16.883885,-0.0197,-0.0390,-0.0350,0.056
16.884230,-0.0197,-0.0388,-0.0347,0.056
16.889942,-0.0244,-0.0432,-0.0297,0.058
16.894572,-0.0337,-0.0571,-0.0294,0.073
16.898488,-0.0096,-0.0567,-0.0434,0.072
16.904277,-0.0144,-0.0515,-0.0288,0.061
16.909314,-0.0096,-0.0464,-0.0238,0.053
16.915784,-0.0000,-0.0508,-0.0236,0.056
16.917786,-0.0191,-0.0362,-0.0187,0.045
16.923781,-0.0285,-0.0265,-0.0233,0.045
16.929843,-0.0188,-0.0359,-0.0373,0.055
16.934844,-0.0139,-0.0403,-0.0323,0.054
16.938633,-0.0092,-0.0448,-0.0225,0.051
16.944028,-0.0091,-0.0493,-0.0223,0.055
16.948634,-0.0138,-0.0394,-0.0269,0.050
16.954121,-0.0185,-0.0297,-0.0266,0.044
16.957764,-0.0088,-0.0342,-0.0169,0.039
16.967843,-0.0088,-0.0244,-0.0263,0.037
16.968795,-0.0087,-0.0433,-0.0308,0.054
16.974318,-0.0230,-0.0382,-0.0495,0.067
16.978379,-0.0134,-0.0379,-0.0349,0.053
16.983213,-0.0133,-0.0424,-0.0251,0.051
16.989272,0.0010,-0.0421,-0.0154,0.045
16.993264,-0.0133,-0.0323,-0.0200,0.040
16.998896,-0.0227,-0.0463,-0.0246,0.057
17.003257,-0.0178,-0.0317,-0.0196,0.041
17.008689,-0.0130,-0.0363,-0.0147,0.041
17.012919,-0.0176,-0.0360,-0.0146,0.043
17.018501,-0.0175,-0.0215,-0.0145,0.031
17.026622,-0.0126,-0.0260,-0.0143,0.032
17.029865,-0.0078,-0.0354,-0.0142,0.039
17.034622,-0.0078,-0.0447,-0.0189,0.049
17.040460,-0.0077,-0.0349,-0.0234,0.043
17.044450,-0.0030,-0.0347,-0.0280,0.045
17.055004,-0.0125,-0.0250,-0.0230,0.036
17.055906,-0.0029,-0.0438,-0.0228,0.049
17.073176,0.0019,-0.0435,-0.0084,0.044
17.074097,-0.0125,-0.0385,-0.0083,0.041
17.074787,-0.0172,-0.0477,-0.0177,0.054
17.075181,-0.0218,-0.0521,-0.0223,0.061
17.079555,-0.0075,-0.0422,-0.0032,0.043
17.083618,-0.0074,-0.0323,-0.0174,0.037
17.090150,-0.0075,-0.0416,-0.0220,0.048
17.095563,-0.0075,-0.0365,-0.0218,0.043
17.099369,-0.0075,-0.0410,-0.0264,0.049
17.105510,-0.0122,-0.0408,-0.0166,0.046
17.109906,-0.0216,-0.0310,-0.0213,0.043
17.115545,-0.0167,-0.0356,-0.0258,0.047
17.120957,-0.0119,-0.0353,-0.0256,0.045
17.126881,-0.0117,-0.0351,-0.0254,0.045
17.130632,-0.0116,-0.0301,-0.0204,0.038
17.134922,-0.0068,-0.0347,-0.0203,0.041
17.141468,-0.0163,-0.0345,-0.0201,0.043
17.144884,-0.0209,-0.0485,-0.0104,0.054
17.156948,-0.0114,-0.0481,-0.0056,0.050
17.158046,-0.0160,-0.0336,-0.0103,0.039
17.159437,-0.0064,-0.0239,-0.0292,0.038
17.164365,-0.0111,-0.0237,-0.0195,0.033
17.168868,-0.0111,-0.0377,-0.0240,0.046
17.173680,-0.0158,-0.0280,-0.0238,0.040
17.179685,-0.0110,-0.0420,-0.0141,0.046
17.184809,-0.0109,-0.0370,-0.0093,0.040
17.190726,-0.0156,-0.0225,-0.0235,0.036
17.195034,-0.0108,-0.0318,-0.0233,0.041
17.199426,-0.0155,-0.0412,-0.0136,0.046
17.207720,-0.0201,-0.0314,-0.0040,0.037
17.208809,-0.0105,-0.0407,-0.0229,0.048
17.213827,-0.0104,-0.0451,-0.0132,0.048
17.220402,-0.0151,-0.0305,-0.0036,0.034
17.224172,-0.0008,-0.0303,-0.0131,0.033
17.230519,-0.0103,-0.0254,-0.0130,0.030
17.234601,-0.0103,-0.0253,-0.0129,0.030
17.240893,-0.0102,-0.0299,-0.0128,0.034
17.245559,-0.0197,-0.0202,-0.0174,0.033
17.256306,-0.0291,-0.0296,-0.0220,0.047
17.257198,-0.0099,-0.0199,-0.0171,0.028
17.260289,-0.0004,-0.0244,-0.0122,0.027
17.266853,-0.0146,-0.0148,-0.0073,0.022
17.271363,-0.0146,-0.0242,-0.0168,0.033
17.276252,-0.0192,-0.0192,-0.0166,0.032
17.283036,-0.0143,-0.0192,-0.0165,0.029
17.286122,-0.0095,-0.0238,-0.0211,0.033
17.290466,-0.0142,-0.0188,-0.0209,0.032
17.296394,-0.0093,-0.0187,-0.0160,0.026
17.301449,-0.0092,-0.0281,-0.0301,0.042
17.304373,-0.0092,-0.0279,-0.0346,0.045
17.312059,-0.0139,-0.0325,-0.0201,0.041
17.315021,-0.0138,-0.0085,-0.0152,0.022
17.320177,-0.0090,-0.0180,-0.0150,0.025
17.327493,-0.0042,-0.0227,-0.0149,0.027
17.331863,-0.0090,-0.0178,-0.0100,0.022
17.338773,-0.0137,-0.0130,-0.0194,0.027
17.339704,-0.0089,-0.0272,-0.0003,0.029
17.345441,0.0006,-0.0318,-0.0098,0.033
17.352138,0.0006,-0.0268,-0.0049,0.027
17.356776,-0.0089,-0.0361,-0.0097,0.038
17.367577,-0.0137,-0.0264,0.0047,0.030
17.368462,-0.0088,-0.0167,-0.0049,0.019
17.372030,-0.0231,-0.0213,-0.0048,0.032
17.377166,-0.0182,-0.0164,-0.0143,0.028
17.379621,-0.0133,-0.0211,-0.0094,0.027
17.386627,-0.0038,-0.0257,0.0002,0.026
17.390920,0.0057,-0.0208,-0.0141,0.026
17.395926,-0.0039,-0.0207,-0.0140,0.025
17.401613,0.0008,-0.0205,-0.0043,0.021
17.405330,-0.0088,-0.0252,-0.0138,0.030
17.411873,-0.0087,-0.0108,-0.0137,0.019
17.417837,-0.0087,-0.0250,-0.0136,0.030
17.421211,0.0008,-0.0296,-0.0135,0.033
17.425998,-0.0182,-0.0199,-0.0133,0.030
17.430687,-0.0086,-0.0197,-0.0132,0.025
17.438686,-0.0039,-0.0339,-0.0226,0.041
17.441406,-0.0134,-0.0241,-0.0129,0.030
17.445726,-0.0086,-0.0192,-0.0176,0.027
17.451251,-0.0086,-0.0191,-0.0127,0.024
