time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.674629,-0.0006,-0.0054,-0.0067,0.009
2.677988,0.0089,-0.0196,0.0076,0.023
2.686936,-0.0055,-0.0099,0.0028,0.012
2.689695,-0.0103,-0.0004,-0.0019,0.010
2.694624,-0.0102,-0.0148,-0.0162,0.024
2.705603,-0.0053,-0.0146,-0.0018,0.016
2.708744,-0.0006,-0.0051,0.0077,0.009
2.709103,0.0041,-0.0193,0.0124,0.023
2.714313,-0.0102,-0.0097,0.0123,0.019
2.724018,-0.0102,-0.0049,-0.0020,0.012
2.724723,-0.0054,-0.0097,0.0075,0.013
2.728743,-0.0101,-0.0002,-0.0068,0.012
2.735209,-0.0005,-0.0098,-0.0020,0.010
2.739496,-0.0006,-0.0098,0.0075,0.012
2.744910,-0.0101,-0.0050,0.0122,0.017
2.750280,-0.0101,-0.0051,-0.0022,0.012
2.753902,-0.0054,-0.0003,0.0026,0.006
2.759669,-0.0006,-0.0147,-0.0069,0.016
2.763906,-0.0054,-0.0098,0.0026,0.011
2.768787,-0.0054,-0.0097,0.0074,0.013
2.773265,-0.0006,-0.0097,-0.0022,0.010
2.779708,-0.0197,-0.0049,-0.0022,0.020
2.785140,-0.0101,-0.0097,-0.0022,0.014
2.789336,-0.0101,-0.0097,-0.0021,0.014
2.794487,-0.0101,-0.0097,0.0026,0.014
2.805662,-0.0148,-0.0145,-0.0021,0.021
2.806450,-0.0053,-0.0097,-0.0069,0.013
2.811084,-0.0148,-0.0144,0.0074,0.022
2.815112,-0.0052,-0.0048,0.0074,0.010
2.823916,-0.0099,0.0000,0.0026,0.010
2.824675,-0.0100,0.0094,-0.0070,0.015
2.831721,-0.0099,-0.0002,0.0073,0.012
2.834954,-0.0004,-0.0050,0.0025,0.006
2.842441,-0.0052,-0.0050,-0.0070,0.010
2.844900,-0.0099,0.0045,0.0026,0.011
2.852788,-0.0099,-0.0003,-0.0022,0.010
2.855396,-0.0098,-0.0099,0.0121,0.018
2.860767,-0.0145,-0.0003,-0.0023,0.015
2.866947,-0.0097,-0.0052,0.0072,0.013
2.870715,-0.0096,-0.0052,-0.0071,0.013
2.874897,-0.0002,-0.0053,0.0072,0.009
2.880380,0.0045,-0.0005,-0.0071,0.008
2.894390,0.0043,-0.0006,-0.0070,0.008
2.895043,0.0090,-0.0197,-0.0022,0.022
2.895297,-0.0007,-0.0148,-0.0022,0.015
2.900958,-0.0055,-0.0052,0.0026,0.008
2.905707,-0.0150,-0.0005,-0.0022,0.015
2.911896,-0.0149,-0.0054,0.0026,0.016
2.915599,-0.0101,-0.0101,-0.0069,0.016
2.920325,-0.0006,0.0041,0.0074,0.008
2.926833,0.0042,-0.0054,0.0073,0.010
2.932578,-0.0054,-0.0007,-0.0117,0.013
2.936462,-0.0007,-0.0056,-0.0069,0.009
2.942257,0.0040,-0.0056,0.0027,0.007
2.945005,0.0087,-0.0151,0.0026,0.018
2.952571,0.0037,-0.0055,-0.0116,0.013
2.955401,-0.0011,-0.0007,0.0122,0.012
2.961205,-0.0106,0.0087,0.0121,0.018
2.966795,0.0036,-0.0151,-0.0022,0.016
2.971215,-0.0012,-0.0055,-0.0117,0.013
2.975838,-0.0012,-0.0151,-0.0021,0.015
2.980656,-0.0012,-0.0055,-0.0068,0.009
2.993410,0.0036,-0.0055,0.0075,0.010
2.994542,0.0035,-0.0008,-0.0211,0.021
2.995018,-0.0060,-0.0008,0.0123,0.014
3.001217,-0.0155,-0.0056,0.0027,0.017
3.005595,-0.0059,-0.0009,0.0027,0.007
3.016939,-0.0012,-0.0010,-0.0068,0.007
3.017774,-0.0155,-0.0106,0.0027,0.019
3.021156,-0.0012,-0.0106,0.0122,0.016
3.025836,-0.0107,-0.0154,0.0074,0.020
3.030250,-0.0107,-0.0106,-0.0117,0.019
3.037088,-0.0012,-0.0106,0.0026,0.011
3.042655,-0.0060,-0.0200,0.0026,0.021
3.044995,-0.0060,-0.0104,0.0074,0.014
3.053902,-0.0155,-0.0102,-0.0022,0.019
3.054767,-0.0157,-0.0197,0.0168,0.030
3.060917,-0.0214,0.0044,0.0404,0.046
3.064860,-0.0331,0.0141,0.0639,0.073
3.071970,-0.0316,0.0005,0.0539,0.062
3.075327,-0.0264,-0.0082,0.0677,0.073
3.080949,-0.0217,0.0024,0.0245,0.033
3.086735,-0.0224,-0.0011,0.0101,0.025
3.090796,-0.0089,-0.0094,-0.0136,0.019
3.101950,0.0049,-0.0128,-0.0277,0.031
3.102609,-0.0003,-0.0115,-0.0036,0.012
3.105415,-0.0199,-0.0053,0.0487,0.053
3.118405,-0.0257,0.0105,0.0009,0.028
3.119038,-0.0124,-0.0071,-0.0037,0.015
3.124892,0.0159,-0.0104,-0.0511,0.055
3.125553,0.0359,-0.0236,-0.0886,0.098
3.130120,0.0338,-0.0325,-0.1116,0.121
3.135786,0.0381,-0.0179,-0.0964,0.105
3.140226,0.0196,-0.0134,-0.0624,0.067
3.144505,0.0112,0.0006,-0.0191,0.022
3.150044,-0.0163,0.0002,0.0237,0.029
3.155494,-0.0587,0.0285,0.0425,0.078
3.160053,0.0133,-0.0146,-0.0006,0.020
3.164925,0.0192,-0.0149,-0.0766,0.080
3.170639,-0.0326,-0.0293,0.0665,0.080
3.176047,-0.0467,-0.0149,-0.0385,0.062
3.180769,-0.0266,0.0370,-0.0524,0.069
3.192975,0.0020,-0.0202,0.1902,0.191
3.193640,-0.0623,0.0042,0.0747,0.097
3.204308,-0.0124,-0.0045,-0.0351,0.038
3.204857,0.0917,-0.0234,-0.1773,0.201
3.205160,0.0981,-0.0240,-0.1901,0.215
3.212157,0.0638,-0.0156,-0.0746,0.099
3.215003,-0.0034,0.0021,0.0304,0.031
3.220705,-0.0427,0.0010,0.0776,0.089
3.226153,-0.0405,0.0147,0.0816,0.092
3.230492,-0.0202,0.0048,0.0382,0.043
3.236366,-0.0049,-0.0050,0.0141,0.016
3.240270,0.0012,-0.0243,0.0092,0.026
3.245968,0.0267,-0.0104,-0.0288,0.041
3.251696,0.1213,-0.0351,-0.1806,0.220
3.255794,0.0762,-0.0322,-0.1698,0.189
3.262693,-0.0356,-0.0007,0.0785,0.086
3.266164,-0.0877,0.0218,0.1537,0.178
3.272911,-0.0707,0.0117,0.1477,0.164
3.277156,-0.0216,-0.0029,0.0230,0.032
3.281648,0.0136,-0.0223,-0.0342,0.043
3.286239,0.0166,-0.0228,-0.0577,0.064
3.291853,-0.0136,-0.0140,0.0045,0.020
3.304952,-0.0298,-0.0051,0.0281,0.041
3.305662,-0.0514,-0.0151,0.0611,0.081
3.327901,-0.0357,-0.0105,0.0084,0.038
3.328531,-0.0203,-0.0201,0.0035,0.029
3.328933,-0.0332,-0.0108,-0.0013,0.035
3.329286,-0.0176,-0.0110,0.0177,0.027
3.329616,0.0073,-0.0161,0.0176,0.025
3.334876,-0.0110,-0.0115,0.0317,0.035
3.337213,-0.0109,0.0075,0.0409,0.043
3.341597,-0.0213,0.0027,0.0596,0.063
3.347319,-0.0089,0.0077,0.0591,0.060
3.351670,0.0028,0.0129,0.0254,0.029
3.356308,0.0097,-0.0010,-0.0033,0.010
3.363732,0.0076,-0.0149,-0.0222,0.028
3.366985,-0.0130,-0.0145,-0.0125,0.023
3.373159,-0.0286,-0.0094,0.0256,0.040
3.376721,-0.0743,-0.0087,0.1394,0.158
3.382606,-0.0013,0.0207,-0.1039,0.106
3.387694,0.0501,-0.0268,-0.0603,0.083
3.393015,0.1121,0.0020,-0.1310,0.172
3.404094,-0.0548,-0.0219,0.1455,0.157
3.404703,-0.0401,-0.0261,-0.0077,0.048
3.406297,-0.0603,0.0314,-0.0124,0.069
3.412436,0.5539,-0.0118,-0.6866,0.882
3.417029,-0.1465,-0.0152,0.3019,0.336
3.422643,0.3756,0.2539,-0.4700,0.653
3.426847,-0.0262,0.2977,-0.0864,0.311
3.431522,-0.3757,0.2982,0.2419,0.537
3.437408,0.0385,1.5006,-0.3396,1.539
3.445847,-0.2657,1.7159,-0.2941,1.761
3.446718,-0.2239,1.0002,0.0502,1.026
3.451528,0.0580,0.3349,-0.0546,0.344
3.456934,0.4097,-0.1994,0.1264,0.473
3.462893,-0.0217,-0.2096,0.2729,0.345
3.466890,-0.0942,-0.1227,0.2141,0.264
3.472674,0.4257,0.0748,-0.0054,0.432
3.478842,0.6800,0.2721,0.1428,0.746
3.483615,0.8062,0.4824,0.4181,1.028
3.494643,0.7968,0.8324,0.4252,1.228
3.495540,0.2362,1.9566,0.4657,2.025
3.498493,0.1563,2.6560,0.3494,2.683
3.503563,0.5000,2.6063,0.7137,2.748
3.507199,0.8360,2.2738,0.9423,2.599
3.513941,1.0133,1.8316,1.0029,2.321
3.518592,0.8981,1.4564,0.9874,1.976
3.522971,0.5971,1.3622,1.2525,1.944
3.527962,0.1757,1.6464,1.5348,2.258
3.535410,-0.3429,2.4007,1.4777,2.840
3.539724,-0.8459,3.3886,1.2450,3.708
3.544108,-1.2653,4.2916,0.9839,4.581
3.548698,-1.7223,5.1102,0.7948,5.451
3.553027,-2.2812,5.8548,0.6917,6.321
3.557886,-2.9293,6.3538,0.5690,7.020
3.563625,-3.3405,6.4499,0.3646,7.273
3.568197,-3.2357,6.1291,0.4326,6.944
3.573096,-2.7972,5.6599,0.7106,6.353
3.578251,-2.1977,5.1628,0.8394,5.674
3.582893,-1.4858,4.6582,0.8719,4.967
3.594369,-0.7104,4.1479,0.7936,4.282
3.595642,0.0043,3.7532,0.6238,3.805
3.597023,0.5011,3.4462,0.3721,3.502
3.603222,0.7189,3.3042,0.1104,3.383
3.607962,0.7457,3.3323,-0.1944,3.420
3.613308,0.6265,3.4634,-0.4610,3.550
3.620151,0.3634,3.6258,-0.6653,3.704
3.623789,0.0449,3.8477,-0.8406,3.939
3.627832,-0.2735,4.1324,-0.8240,4.223
3.633655,-0.5334,4.3718,-0.3336,4.417
3.637312,-0.7639,4.5013,0.3050,4.576
3.644362,-0.9462,4.4804,1.0294,4.693
3.648697,-0.9666,4.3165,1.7150,4.744
3.653302,-0.8093,4.0990,2.1039,4.678
3.658547,-0.5876,3.8117,2.4832,4.587
3.664545,-0.4377,3.5161,2.9773,4.628
3.668640,-0.3879,3.2498,3.4662,4.767
3.675079,-0.5129,3.0802,3.6150,4.777
3.678154,-0.7881,3.0315,3.3094,4.557
3.683373,-1.1305,3.1000,2.7988,4.327
3.688036,-1.4623,3.2009,2.3177,4.214
3.693637,-1.7263,3.2831,1.8279,4.135
3.704552,-1.8844,3.2808,1.3390,4.013
3.705730,-1.8792,3.0995,0.8797,3.730
3.709197,-1.7822,2.7785,0.4881,3.337
3.713402,-1.5163,2.3093,0.1978,2.770
3.718449,-1.0819,1.6924,0.0659,2.010
3.724852,-0.5996,0.9576,0.0682,1.132
3.728009,-0.1704,0.1968,0.1183,0.286
3.732816,0.2241,-0.4068,0.2688,0.537
3.738077,0.4865,-0.7183,0.4761,0.990
3.743025,0.5397,-0.7658,0.5297,1.076
3.748330,0.4236,-0.5540,0.3627,0.786
3.754388,0.2407,-0.2171,0.1334,0.351
3.759134,-0.0127,0.1438,-0.0194,0.146
3.763362,-0.2836,0.3464,-0.0193,0.448
3.769110,-0.5144,0.3135,0.1575,0.623
3.775757,-0.6283,0.0016,0.3913,0.740
3.782741,-0.5382,-0.5034,0.6009,0.951
3.783256,-0.2771,-1.0633,0.8438,1.385
3.788880,-0.0127,-1.5108,1.3016,1.994
3.793907,0.1386,-1.8032,2.0888,2.763
3.804549,0.2228,-1.9509,2.9755,3.565
3.805687,0.2235,-1.9980,3.7988,4.298
3.809109,0.0622,-1.9121,4.4919,4.882
3.815102,-0.2147,-1.6947,4.9783,5.263
3.822741,-0.5645,-1.4140,5.1770,5.396
3.823748,-0.8135,-1.2095,5.0933,5.298
3.831299,-0.9117,-1.1682,4.8474,5.069
3.834927,-0.8471,-1.4294,4.4299,4.731
3.838516,-0.6502,-1.9258,3.9515,4.444
3.844666,-0.3371,-2.6380,3.4743,4.375
3.850478,0.0610,-3.3882,3.0369,4.550
3.855017,0.5591,-4.1277,2.7540,4.993
3.858842,1.2188,-4.7455,2.5153,5.507
3.864765,1.9046,-5.1449,2.2394,5.926
3.869295,2.3759,-5.2390,1.9406,6.071
3.875411,2.4822,-5.0412,1.7384,5.882
3.879435,2.1394,-4.6420,1.6036,5.357
3.886362,1.3933,-4.0883,1.5073,4.575
3.889450,0.4005,-3.4708,1.3965,3.763
3.894522,-0.6629,-2.9471,1.2567,3.272
3.904744,-1.5871,-2.5752,1.1405,3.233
3.905910,-2.2913,-2.4507,1.0766,3.524
3.909869,-2.6709,-2.5501,1.0266,3.833
3.915274,-2.6730,-2.7733,0.9140,3.959
3.919022,-2.3547,-3.0058,0.6530,3.874
3.924711,-1.8631,-3.2487,0.3587,3.762
3.928705,-1.2165,-3.4503,0.0696,3.659
3.935500,-0.5335,-3.6785,-0.2666,3.726
3.939204,0.0338,-3.9283,-0.6545,3.983
3.945393,0.4624,-4.1662,-1.0797,4.329
3.950081,0.7490,-4.3673,-1.4800,4.672
3.957166,0.9510,-4.5259,-1.6928,4.925
3.960335,1.0384,-4.6076,-1.7761,5.046
3.964849,1.0587,-4.5830,-1.8880,5.068
3.969735,1.0357,-4.4896,-2.0764,5.054
3.974645,0.9802,-4.3317,-2.2982,5.001
3.980198,0.9070,-4.0943,-2.4913,4.878
3.983815,0.7977,-3.7435,-2.6270,4.642
3.990663,0.6902,-3.2792,-2.5860,4.233
4.003635,0.5982,-2.8116,-2.4068,3.749
4.004807,0.5544,-2.3839,-2.1948,3.287
4.005348,0.5907,-2.0253,-1.9119,2.847
4.013193,0.6915,-1.8127,-1.6157,2.525
4.014574,0.8220,-1.7515,-1.2918,2.326
4.019080,0.9047,-1.8374,-0.9642,2.264
4.025294,0.9004,-1.9610,-0.7092,2.271
4.030181,0.7945,-2.0558,-0.5938,2.283
4.036148,0.6404,-2.1078,-0.6129,2.287
4.042594,0.4867,-2.1075,-0.7087,2.276
4.043733,0.2777,-2.0403,-0.8716,2.236
4.050381,0.0150,-1.9350,-1.0868,2.219
4.054609,-0.2136,-1.8489,-1.3113,2.277
4.060182,-0.3067,-1.7913,-1.5210,2.370
4.064428,-0.2593,-1.8197,-1.7351,2.528
4.071178,-0.1087,-1.9294,-1.9869,2.772
4.074139,0.0551,-2.0920,-2.1901,3.029
4.081383,0.1464,-2.2838,-2.2923,3.239
4.084731,0.1834,-2.4569,-2.3222,3.386
4.091763,0.2564,-2.6161,-2.2896,3.486
4.095664,0.3647,-2.7038,-2.3908,3.628
4.106475,0.4792,-2.6860,-2.5778,3.754
4.107719,0.5810,-2.5670,-2.7359,3.796
4.115261,0.6264,-2.3792,-2.7793,3.712
4.115905,0.5570,-2.1269,-2.7035,3.485
4.120650,0.4147,-1.7808,-2.5280,3.120
4.125925,0.2178,-1.4511,-2.3247,2.749
4.131511,0.0623,-1.2049,-2.1127,2.433
4.136250,-0.0660,-1.0520,-1.8489,2.128
4.139870,-0.1534,-0.9451,-1.6336,1.894
4.144517,-0.2149,-0.8708,-1.4764,1.727
4.150294,-0.2606,-0.8348,-1.4486,1.692
4.154865,-0.2901,-0.8759,-1.6122,1.858
4.161072,-0.2735,-1.0042,-1.8376,2.112
4.165196,-0.2195,-1.2436,-2.0291,2.390
4.170043,-0.1420,-1.5603,-2.1292,2.644
4.175506,-0.0501,-1.8537,-2.2099,2.885
4.180292,0.0279,-2.0515,-2.2951,3.078
4.187514,0.1271,-2.1439,-2.3561,3.188
4.191831,0.2101,-2.1211,-2.3547,3.176
4.198486,0.2824,-1.9733,-2.2529,3.008
4.199714,0.3536,-1.7005,-2.1368,2.754
4.204829,0.4430,-1.4129,-2.0255,2.509
4.215449,0.5171,-1.1393,-1.8714,2.251
4.216587,0.5951,-0.9180,-1.6791,2.004
4.221017,0.6909,-0.7731,-1.4726,1.801
4.225563,0.7462,-0.6712,-1.2328,1.590
4.231289,0.7452,-0.6507,-0.9645,1.382
4.237243,0.6623,-0.7450,-0.7158,1.227
4.241269,0.5727,-0.8580,-0.5631,1.175
4.246934,0.4282,-0.9514,-0.5494,1.179
4.252351,0.2867,-1.0296,-0.5406,1.198
4.256260,0.1339,-1.0738,-0.5272,1.204
4.261234,-0.0871,-1.0743,-0.5475,1.209
4.265938,-0.3082,-1.0029,-0.6490,1.234
4.269898,-0.4855,-0.8694,-0.8078,1.282
4.277056,-0.6131,-0.7031,-1.0188,1.381
4.281100,-0.6952,-0.5810,-1.1767,1.485
4.286510,-0.7314,-0.5225,-1.2337,1.526
4.292024,-0.7077,-0.5896,-1.1421,1.467
4.304389,-0.6395,-0.6865,-0.9499,1.335
4.305596,-0.5230,-0.7843,-0.7339,1.195
4.306273,-0.3834,-0.8544,-0.5228,1.073
4.311621,-0.2406,-0.8822,-0.3119,0.966
4.317115,-0.1290,-0.8532,-0.1396,0.874
4.321865,-0.0346,-0.7962,-0.0297,0.797
4.326747,0.0476,-0.7109,0.0226,0.713
4.331093,0.1273,-0.6020,-0.0161,0.616
4.337359,0.1958,-0.5034,-0.0930,0.548
4.343241,0.2341,-0.4485,-0.2033,0.545
4.345946,0.2237,-0.4565,-0.3564,0.621
4.350914,0.1602,-0.4939,-0.5332,0.744
4.357482,0.0444,-0.5512,-0.7241,0.911
4.360957,-0.1183,-0.6330,-0.8715,1.084
4.366425,-0.2845,-0.7101,-0.9756,1.240
4.371081,-0.3586,-0.7965,-1.0413,1.359
4.375401,-0.3216,-0.8631,-1.0974,1.433
4.380988,-0.2455,-0.8854,-1.1392,1.464
4.385872,-0.1447,-0.8967,-1.1428,1.460
4.392134,-0.0380,-0.8922,-1.1178,1.431
4.397314,0.0172,-0.8239,-1.0165,1.309
4.400215,0.0641,-0.7305,-0.9106,1.169
4.406043,0.1120,-0.6317,-0.7427,0.981
4.416255,0.1892,-0.5618,-0.5798,0.829
4.417349,0.2474,-0.5208,-0.4648,0.741
4.421684,0.2626,-0.5094,-0.4073,0.703
4.426967,0.2824,-0.5276,-0.3019,0.670
4.431667,0.3298,-0.5993,-0.1966,0.712
4.437482,0.3900,-0.6765,-0.1248,0.791
4.443537,0.4006,-0.7591,-0.1058,0.865
4.448532,0.3858,-0.8131,-0.1681,0.916
4.453654,0.3461,-0.8288,-0.2687,0.937
4.457731,0.2914,-0.8153,-0.4361,0.969
4.461980,0.2278,-0.7725,-0.6799,1.054
4.466404,0.0890,-0.6764,-0.8709,1.106
4.472899,-0.0912,-0.5844,-0.9468,1.116
4.477270,-0.2603,-0.5296,-0.9127,1.087
4.481984,-0.3710,-0.4448,-0.7975,0.986
4.486811,-0.4288,-0.2871,-0.6012,0.792
4.492622,-0.4823,-0.0565,-0.3480,0.597
4.504980,-0.5371,0.1943,-0.0905,0.578
4.506028,-0.5603,0.4218,0.1952,0.728
4.506812,-0.4994,0.5637,0.4373,0.871
4.512707,-0.3687,0.5909,0.6408,0.946
4.517429,-0.1871,0.4983,0.8009,0.962
4.521559,-0.0162,0.3476,0.9561,1.017
4.527150,0.1491,0.1961,1.0681,1.096
4.532937,0.2808,0.0768,1.1181,1.155
4.537523,0.3746,0.0183,1.1060,1.168
4.544924,0.4021,0.0157,1.0654,1.139
4.548349,0.3251,0.0881,1.0489,1.102
4.552661,0.1098,0.1782,1.0566,1.077
4.556652,-0.1582,0.3103,1.1025,1.156
4.561396,-0.3498,0.4510,1.0816,1.223
4.566369,-0.4318,0.5813,1.0367,1.265
4.571786,-0.3992,0.6247,0.9873,1.235
4.575833,-0.2713,0.5384,0.9713,1.143
4.582456,-0.1249,0.3417,0.9220,0.991
4.585863,-0.0122,0.1353,0.8489,0.860
4.592995,0.0820,-0.0233,0.7663,0.771
4.605105,0.1295,-0.0770,0.6792,0.696
4.606087,0.1073,-0.0117,0.5875,0.597
4.608328,0.0157,0.0910,0.5009,0.509
4.611892,-0.1691,0.2215,0.4672,0.544
4.617397,-0.3661,0.3176,0.4863,0.687
4.623012,-0.5183,0.3746,0.5486,0.843
4.626149,-0.5979,0.3879,0.5534,0.902
4.632182,-0.6580,0.3478,0.5201,0.908
4.639752,-0.6896,0.2453,0.4582,0.864
4.643732,-0.6789,0.1094,0.3820,0.787
4.648655,-0.5880,-0.0165,0.3106,0.665
4.654607,-0.4605,-0.1129,0.2392,0.531
4.657987,-0.3538,-0.1698,0.1581,0.423
4.664894,-0.2871,-0.1871,0.0721,0.350
4.669479,-0.2601,-0.1505,0.0338,0.302
4.672460,-0.2679,-0.0646,-0.0046,0.276
4.678116,-0.2908,0.0411,-0.0287,0.295
4.683658,-0.3094,0.1140,0.0141,0.330
4.687243,-0.3045,0.1490,0.0997,0.353
4.692998,-0.2854,0.1457,0.2188,0.388
4.697478,-0.2375,0.1182,0.3329,0.426
4.703156,-0.1897,0.0710,0.4135,0.460
4.706835,-0.1604,0.0136,0.4081,0.439
4.716948,-0.1687,-0.0587,0.3357,0.380
4.717810,-0.1997,-0.1455,0.2444,0.348
4.723015,-0.2293,-0.2038,0.1151,0.328
4.727032,-0.3004,-0.2187,-0.0619,0.377
4.732271,-0.3315,-0.1613,-0.1909,0.415
4.738860,-0.3278,-0.0651,-0.2527,0.419
4.742532,-0.3227,0.0029,-0.2523,0.410
4.747348,-0.3024,0.0333,-0.2137,0.372
4.752722,-0.2625,0.0308,-0.1178,0.289
4.757575,-0.2178,-0.0143,-0.0077,0.218
4.762063,-0.1733,-0.0539,0.0831,0.200
4.767425,-0.1198,-0.1125,0.2216,0.276
4.772257,-0.0676,-0.1423,0.3742,0.406
4.777135,-0.0600,-0.1533,0.4500,0.479
4.784118,-0.0871,-0.1456,0.4636,0.494
4.787417,-0.1380,-0.1184,0.4405,0.477
4.792933,-0.2080,-0.0681,0.3702,0.430
4.803320,-0.2869,-0.0424,0.2340,0.373
4.804109,-0.3745,-0.0268,0.1275,0.396
4.811618,-0.4654,-0.0451,0.0125,0.468
4.812355,-0.5216,-0.0635,-0.0588,0.529
4.818452,-0.4862,-0.0914,-0.1342,0.513
4.822154,-0.3596,-0.1049,-0.1804,0.416
4.827186,-0.1669,-0.1136,-0.2404,0.314
4.833752,0.0393,-0.1650,-0.2571,0.308
4.838398,0.1871,-0.2492,-0.2309,0.388
4.844591,0.2527,-0.3135,-0.1860,0.444
4.848075,0.2652,-0.3487,-0.1652,0.468
4.852362,0.2155,-0.3215,-0.1637,0.420
4.858523,0.1133,-0.2656,-0.1669,0.334
4.863269,-0.0409,-0.2287,-0.1655,0.285
4.868599,-0.2283,-0.2295,-0.1642,0.363
4.873042,-0.4341,-0.2630,-0.2248,0.555
4.879220,-0.6061,-0.2668,-0.3277,0.739
4.883923,-0.6967,-0.2649,-0.4299,0.860
4.888477,-0.6923,-0.2904,-0.5219,0.914
4.893709,-0.6080,-0.3095,-0.5326,0.866
4.904091,-0.4638,-0.3175,-0.4721,0.734
4.905004,-0.2937,-0.3048,-0.4504,0.618
4.909113,-0.0930,-0.2763,-0.4338,0.523
4.913568,0.1147,-0.2418,-0.4127,0.492
4.920242,0.2918,-0.2063,-0.3777,0.520
4.923815,0.4107,-0.1939,-0.3240,0.558
4.930664,0.4344,-0.2333,-0.2280,0.543
4.933363,0.3968,-0.2578,-0.1186,0.488
4.939588,0.3127,-0.2775,-0.0669,0.423
4.943859,0.2306,-0.2832,-0.0867,0.375
4.948824,0.1416,-0.2563,-0.1490,0.329
4.954724,-0.0014,-0.2352,-0.1583,0.284
4.958733,-0.1461,-0.1724,-0.1199,0.256
4.965517,-0.2838,-0.0779,-0.1101,0.314
4.972966,-0.3392,0.0149,-0.1431,0.368
4.973531,-0.3319,0.1201,-0.2421,0.428
4.979350,-0.2624,0.1810,-0.2880,0.430
4.984210,-0.1410,0.1885,-0.2290,0.328
4.988024,-0.0215,0.1528,-0.1325,0.203
4.995092,0.0954,0.0885,-0.0321,0.134
5.003528,0.2041,-0.0085,0.0199,0.205
5.004338,0.3002,-0.1425,-0.0094,0.332
5.010750,0.3840,-0.2704,-0.0813,0.477
5.013418,0.3993,-0.3159,-0.2049,0.549
5.018292,0.3614,-0.2846,-0.3418,0.573
5.023370,0.2618,-0.1912,-0.4064,0.520
5.028180,0.1396,-0.0600,-0.4657,0.490
5.033363,0.0190,0.0281,-0.5007,0.502
5.039025,-0.0713,0.0875,-0.4927,0.505
5.043592,-0.1173,0.1375,-0.4420,0.478
5.049351,-0.1341,0.1778,-0.3442,0.410
5.053397,-0.1274,0.1704,-0.2235,0.309
5.059477,-0.1261,0.0965,-0.1181,0.198
5.063675,-0.1304,-0.0200,-0.0373,0.137
5.068568,-0.1729,-0.1358,-0.0141,0.220
5.074765,-0.2153,-0.2274,-0.0005,0.313
5.078839,-0.2334,-0.2379,0.0034,0.333
5.084058,-0.2274,-0.2059,-0.0068,0.307
5.089627,-0.2208,-0.1602,-0.0169,0.273
5.094852,-0.2131,-0.1058,-0.0079,0.238
5.102567,-0.2040,-0.0139,0.0296,0.207
5.104723,-0.1842,0.1008,0.0907,0.229
5.110617,-0.1588,0.2098,0.1797,0.319
5.114031,-0.1806,0.2656,0.2348,0.398
5.119235,-0.2209,0.2639,0.3227,0.472
5.123213,-0.2754,0.2529,0.4242,0.565
5.128292,-0.3109,0.2040,0.5390,0.655
5.133470,-0.3230,0.1414,0.6576,0.746
5.139343,-0.3171,0.0839,0.7181,0.789
5.143888,-0.3591,0.0316,0.7117,0.798
5.149577,-0.4429,-0.0154,0.6674,0.801
5.153434,-0.5572,-0.0000,0.6093,0.826
5.159830,-0.6439,0.0918,0.6135,0.894
5.164676,-0.6554,0.2405,0.7034,0.991
5.169651,-0.6264,0.4364,0.8780,1.163
5.175527,-0.5200,0.6219,1.0560,1.331
5.179140,-0.3613,0.7591,1.1947,1.461
5.184013,-0.1792,0.8529,1.3037,1.568
5.189731,-0.0456,0.8463,1.4546,1.684
5.193996,0.0338,0.7641,1.7088,1.872
5.201697,0.0529,0.6113,2.0034,2.095
5.204349,0.0627,0.4648,2.1718,2.222
5.210733,0.0724,0.3624,2.2294,2.260
5.215340,0.0353,0.3324,2.2104,2.235
5.219229,-0.0328,0.3365,2.1865,2.213
5.224742,-0.1543,0.3790,2.1629,2.201
5.230401,-0.2917,0.4392,2.1547,2.218
5.234905,-0.3758,0.5191,2.1752,2.268
5.239463,-0.4293,0.6039,2.1672,2.290
5.244543,-0.4174,0.6936,2.1593,2.306
5.249548,-0.4068,0.7208,2.2809,2.426
5.253934,-0.3936,0.7329,2.5172,2.651
5.258974,-0.3982,0.6960,2.7246,2.840
5.264394,-0.4259,0.6577,2.8888,2.993
5.269320,-0.4723,0.6079,3.0529,3.148
5.274569,-0.5525,0.5706,3.2167,3.313
5.279522,-0.6142,0.4976,3.2942,3.388
5.286618,-0.6334,0.4033,3.2999,3.384
5.289855,-0.5953,0.2593,3.2816,3.345
5.294437,-0.4375,0.1329,3.2539,3.286
5.299842,-0.1465,0.0055,3.2309,3.234
5.304643,0.2195,-0.0794,3.1648,3.173
5.310942,0.5072,-0.1451,3.0939,3.139
5.313987,0.6542,-0.1625,3.1427,3.214
5.322385,0.7126,-0.1743,3.2916,3.372
5.324673,0.7059,-0.1325,3.4163,3.491
5.329576,0.6674,-0.0468,3.4689,3.533
5.334780,0.5884,0.0155,3.4401,3.490
5.340664,0.4987,0.0160,3.3826,3.419
5.344764,0.3609,-0.0455,3.3634,3.383
5.349673,0.1952,-0.1403,3.2677,3.277
5.354172,-0.0213,-0.2731,3.1149,3.127
5.359977,-0.2778,-0.3434,2.9768,3.009
5.364162,-0.4778,-0.3657,2.8868,2.949
5.369097,-0.5733,-0.3543,2.9071,2.984
5.374366,-0.6129,-0.3283,3.0280,3.107
5.379696,-0.6495,-0.2829,3.1537,3.232
5.386123,-0.6782,-0.2374,3.2841,3.362
