 (10.877500+0.000000j), (0.011754-0.000000j), (0.004192+0.000000j), (-4.365478-0.000000j)
 (10.878700+0.000000j), (0.011735-0.000000j), (0.004063+0.000000j), (-4.375176+0.000000j)
 (10.880000+0.000000j), (0.011716-0.000000j), (0.003936+0.000000j), (-4.384978-0.000000j)
 (10.881200+0.000000j), (0.011696-0.000000j), (0.003810+0.000000j), (-4.394882+0.000000j)
 (10.882500+0.000000j), (0.011678-0.000000j), (0.003686+0.000000j), (-4.404884-0.000000j)
 (10.883700+0.000000j), (0.011659-0.000000j), (0.003564+0.000000j), (-4.414980-0.000000j)
 (10.885000+0.000000j), (0.011641-0.000000j), (0.003444+0.000000j), (-4.425168-0.000000j)
 (10.886200+0.000000j), (0.011623-0.000000j), (0.003325+0.000000j), (-4.435445-0.000000j)
 (10.887500+0.000000j), (0.011606-0.000000j), (0.003208+0.000000j), (-4.445807-0.000000j)
 (10.888700+0.000000j), (0.011589-0.000000j), (0.003093-0.000000j), (-4.456252-0.000000j)
 (10.890000+0.000000j), (0.011573-0.000000j), (0.002980-0.000000j), (-4.466778-0.000000j)
 (10.891200+0.000000j), (0.011557-0.000000j), (0.002868+0.000000j), (-4.477382+0.000000j)
 (10.892500+0.000000j), (0.011541-0.000000j), (0.002759+0.000000j), (-4.488062+0.000000j)
 (10.893700+0.000000j), (0.011525-0.000000j), (0.002651+0.000000j), (-4.498816-0.000000j)
 (10.895000+0.000000j), (0.011508-0.000000j), (0.002545+0.000000j), (-4.509642-0.000000j)
 (10.896200+0.000000j), (0.011490-0.000000j), (0.002441+0.000000j), (-4.520538+0.000000j)
 (10.897500+0.000000j), (0.011473-0.000000j), (0.002340+0.000000j), (-4.531503-0.000000j)
 (10.898700+0.000000j), (0.011455-0.000000j), (0.002240+0.000000j), (-4.542535-0.000000j)
 (10.900000+0.000000j), (0.011436-0.000000j), (0.002142+0.000000j), (-4.553632-0.000000j)
 (10.901200+0.000000j), (0.011417-0.000000j), (0.002046+0.000000j), (-4.564793-0.000000j)
 (10.902500+0.000000j), (0.011398-0.000000j), (0.001952+0.000000j), (-4.576017+0.000000j)
 (10.903700+0.000000j), (0.011379-0.000000j), (0.001860+0.000000j), (-4.587301-0.000000j)
 (10.905000+0.000000j), (0.011361-0.000000j), (0.001770+0.000000j), (-4.598646-0.000000j)
 (10.906200+0.000000j), (0.011343-0.000000j), (0.001682-0.000000j), (-4.610050-0.000000j)
 (10.907500+0.000000j), (0.011325-0.000000j), (0.001596+0.000000j), (-4.621513-0.000000j)
 (10.908700+0.000000j), (0.011307-0.000000j), (0.001511+0.000000j), (-4.633035+0.000000j)
 (10.910000+0.000000j), (0.011290-0.000000j), (0.001428-0.000000j), (-4.644618-0.000000j)
 (10.911200+0.000000j), (0.011273-0.000000j), (0.001347+0.000000j), (-4.656262-0.000000j)
 (10.912500+0.000000j), (0.011257-0.000000j), (0.001267-0.000000j), (-4.667968-0.000000j)
 (10.913700+0.000000j), (0.011241-0.000000j), (0.001188-0.000000j), (-4.679737-0.000000j)
 (10.915000+0.000000j), (0.011224-0.000000j), (0.001111+0.000000j), (-4.691569-0.000000j)
 (10.916200+0.000000j), (0.011208-0.000000j), (0.001035+0.000000j), (-4.703467-0.000000j)
 (10.917500+0.000000j), (0.011192-0.000000j), (0.000960+0.000000j), (-4.715431+0.000000j)
 (10.918700+0.000000j), (0.011175-0.000000j), (0.000887+0.000000j), (-4.727463-0.000000j)
 (10.920000+0.000000j), (0.011159-0.000000j), (0.000814+0.000000j), (-4.739563-0.000000j)
 (10.921200+0.000000j), (0.011143-0.000000j), (0.000742+0.000000j), (-4.751731-0.000000j)
 (10.922500+0.000000j), (0.011126-0.000000j), (0.000671+0.000000j), (-4.763967-0.000000j)
 (10.923700+0.000000j), (0.011110-0.000000j), (0.000600-0.000000j), (-4.776268-0.000000j)
 (10.925000+0.000000j), (0.011093-0.000000j), (0.000529+0.000000j), (-4.788635-0.000000j)
 (10.926200+0.000000j), (0.011077-0.000000j), (0.000459+0.000000j), (-4.801063-0.000000j)
 (10.927500+0.000000j), (0.011061-0.000000j), (0.000389+0.000000j), (-4.813553-0.000000j)
 (10.928700+0.000000j), (0.011045-0.000000j), (0.000320-0.000000j), (-4.826101-0.000000j)
 (10.930000+0.000000j), (0.011029-0.000000j), (0.000251+0.000000j), (-4.838709-0.000000j)
 (10.931200+0.000000j), (0.011013-0.000000j), (0.000183+0.000000j), (-4.851376-0.000000j)
 (10.932500+0.000000j), (0.010998-0.000000j), (0.000115+0.000000j), (-4.864105-0.000000j)
 (10.933700+0.000000j), (0.010982-0.000000j), (0.000048+0.000000j), (-4.876897-0.000000j)
 (10.935000+0.000000j), (0.010965-0.000000j), (-0.000019+0.000000j), (-4.889757-0.000000j)
 (10.936200+0.000000j), (0.010949-0.000000j), (-0.000085+0.000000j), (-4.902687-0.000000j)
 (10.937500+0.000000j), (0.010932-0.000000j), (-0.000150-0.000000j), (-4.915691-0.000000j)
 (10.938700+0.000000j), (0.010914-0.000000j), (-0.000214+0.000000j), (-4.928773-0.000000j)
 (10.940000+0.000000j), (0.010896-0.000000j), (-0.000277+0.000000j), (-4.941938-0.000000j)
 (10.941200+0.000000j), (0.010877-0.000000j), (-0.000339+0.000000j), (-4.955189-0.000000j)
 (10.942500+0.000000j), (0.010858-0.000000j), (-0.000400+0.000000j), (-4.968530-0.000000j)
 (10.943700+0.000000j), (0.010838-0.000000j), (-0.000460+0.000000j), (-4.981964-0.000000j)
 (10.945000+0.000000j), (0.010817-0.000000j), (-0.000520-0.000000j), (-4.995495-0.000000j)
 (10.946200+0.000000j), (0.010796-0.000000j), (-0.000578+0.000000j), (-5.009125-0.000000j)
 (10.947500+0.000000j), (0.010775-0.000000j), (-0.000635+0.000000j), (-5.022855-0.000000j)
 (10.948700+0.000000j), (0.010753-0.000000j), (-0.000692+0.000000j), (-5.036688-0.000000j)
 (10.950000+0.000000j), (0.010732-0.000000j), (-0.000748+0.000000j), (-5.050625-0.000000j)
 (10.951200+0.000000j), (0.010710-0.000000j), (-0.000804+0.000000j), (-5.064667-0.000000j)
 (10.952500+0.000000j), (0.010688-0.000000j), (-0.000858-0.000000j), (-5.078816-0.000000j)
 (10.953700+0.000000j), (0.010666-0.000000j), (-0.000912+0.000000j), (-5.093074+0.000000j)
 (10.955000+0.000000j), (0.010645-0.000000j), (-0.000966+0.000000j), (-5.107441-0.000000j)
 (10.956200+0.000000j), (0.010624-0.000000j), (-0.001018+0.000000j), (-5.121918-0.000000j)
 (10.957500+0.000000j), (0.010603-0.000000j), (-0.001071+0.000000j), (-5.136508-0.000000j)
 (10.958700+0.000000j), (0.010583-0.000000j), (-0.001122-0.000000j), (-5.151209-0.000000j)
 (10.960000+0.000000j), (0.010563-0.000000j), (-0.001173-0.000000j), (-5.166022-0.000000j)
 (10.961200+0.000000j), (0.010544-0.000000j), (-0.001224-0.000000j), (-5.180949-0.000000j)
 (10.962500+0.000000j), (0.010526-0.000000j), (-0.001274+0.000000j), (-5.195987-0.000000j)
 (10.963700+0.000000j), (0.010508-0.000000j), (-0.001323+0.000000j), (-5.211137-0.000000j)
 (10.965000+0.000000j), (0.010491-0.000000j), (-0.001372-0.000000j), (-5.226398-0.000000j)
 (10.966200+0.000000j), (0.010475-0.000000j), (-0.001419+0.000000j), (-5.241768-0.000000j)
 (10.967500+0.000000j), (0.010460-0.000000j), (-0.001466+0.000000j), (-5.257244+0.000000j)
 (10.968700+0.000000j), (0.010446-0.000000j), (-0.001513+0.000000j), (-5.272826-0.000000j)
 (10.970000+0.000000j), (0.010433-0.000000j), (-0.001558+0.000000j), (-5.288509-0.000000j)
 (10.971200+0.000000j), (0.010421-0.000000j), (-0.001602+0.000000j), (-5.304291+0.000000j)
 (10.972500+0.000000j), (0.010409-0.000000j), (-0.001646+0.000000j), (-5.320169+0.000000j)
 (10.973700+0.000000j), (0.010399-0.000000j), (-0.001688+0.000000j), (-5.336138-0.000000j)
 (10.975000+0.000000j), (0.010389-0.000000j), (-0.001729+0.000000j), (-5.352197+0.000000j)
 (10.976200+0.000000j), (0.010380-0.000000j), (-0.001768-0.000000j), (-5.368341-0.000000j)
 (10.977500+0.000000j), (0.010372-0.000000j), (-0.001807+0.000000j), (-5.384568-0.000000j)
 (10.978700+0.000000j), (0.010365-0.000000j), (-0.001843+0.000000j), (-5.400875-0.000000j)
 (10.980000+0.000000j), (0.010358-0.000000j), (-0.001878+0.000000j), (-5.417259-0.000000j)
 (10.981200+0.000000j), (0.010352-0.000000j), (-0.001912+0.000000j), (-5.433718-0.000000j)
 (10.982500+0.000000j), (0.010348-0.000000j), (-0.001943+0.000000j), (-5.450247-0.000000j)
 (10.983700+0.000000j), (0.010344-0.000000j), (-0.001973+0.000000j), (-5.466845+0.000000j)
 (10.985000+0.000000j), (0.010342-0.000000j), (-0.002002+0.000000j), (-5.483509-0.000000j)
 (10.986200+0.000000j), (0.010341-0.000000j), (-0.002028+0.000000j), (-5.500236-0.000000j)
 (10.987500+0.000000j), (0.010341-0.000000j), (-0.002053+0.000000j), (-5.517023-0.000000j)
 (10.988700+0.000000j), (0.010343-0.000000j), (-0.002077-0.000000j), (-5.533866-0.000000j)
 (10.990000+0.000000j), (0.010346-0.000000j), (-0.002098+0.000000j), (-5.550764-0.000000j)
 (10.991200+0.000000j), (0.010351-0.000000j), (-0.002118+0.000000j), (-5.567714-0.000000j)
 (10.992500+0.000000j), (0.010357-0.000000j), (-0.002136-0.000000j), (-5.584711-0.000000j)
 (10.993700+0.000000j), (0.010364-0.000000j), (-0.002152-0.000000j), (-5.601753-0.000000j)
 (10.995000+0.000000j), (0.010372-0.000000j), (-0.002166+0.000000j), (-5.618836-0.000000j)
 (10.996200+0.000000j), (0.010381-0.000000j), (-0.002178+0.000000j), (-5.635960-0.000000j)
 (10.997500+0.000000j), (0.010391-0.000000j), (-0.002187+0.000000j), (-5.653120-0.000000j)
 (10.998700+0.000000j), (0.010402-0.000000j), (-0.002194+0.000000j), (-5.670316-0.000000j)
 (11.000000+0.000000j), (0.010413-0.000000j), (-0.002199+0.000000j), (-5.687544-0.000000j)
 (11.001200+0.000000j), (0.010425-0.000000j), (-0.002201+0.000000j), (-5.704803-0.000000j)
 (11.002500+0.000000j), (0.010437-0.000000j), (-0.002201+0.000000j), (-5.722089-0.000000j)
 (11.003700+0.000000j), (0.010449-0.000000j), (-0.002198+0.000000j), (-5.739401-0.000000j)
 (11.005000+0.000000j), (0.010462-0.000000j), (-0.002192+0.000000j), (-5.756736+0.000000j)
 (11.006200+0.000000j), (0.010475-0.000000j), (-0.002184+0.000000j), (-5.774093-0.000000j)
 (11.007500+0.000000j), (0.010488-0.000000j), (-0.002173+0.000000j), (-5.791467-0.000000j)
 (11.008700+0.000000j), (0.010503-0.000000j), (-0.002160+0.000000j), (-5.808859-0.000000j)
 (11.010000+0.000000j), (0.010517-0.000000j), (-0.002144-0.000000j), (-5.826265-0.000000j)
 (11.011200+0.000000j), (0.010533-0.000000j), (-0.002126+0.000000j), (-5.843685-0.000000j)
 (11.012500+0.000000j), (0.010549-0.000000j), (-0.002105+0.000000j), (-5.861114-0.000000j)
 (11.013700+0.000000j), (0.010566-0.000000j), (-0.002083-0.000000j), (-5.878553-0.000000j)
 (11.015000+0.000000j), (0.010583-0.000000j), (-0.002058+0.000000j), (-5.895998+0.000000j)
 (11.016200+0.000000j), (0.010602-0.000000j), (-0.002031+0.000000j), (-5.913447-0.000000j)
 (11.017500+0.000000j), (0.010622-0.000000j), (-0.002002+0.000000j), (-5.930899-0.000000j)
 (11.018700+0.000000j), (0.010643-0.000000j), (-0.001971+0.000000j), (-5.948351-0.000000j)
 (11.020000+0.000000j), (0.010665-0.000000j), (-0.001938+0.000000j), (-5.965799-0.000000j)
 (11.021200+0.000000j), (0.010688-0.000000j), (-0.001903-0.000000j), (-5.983242-0.000000j)
 (11.022500+0.000000j), (0.010712-0.000000j), (-0.001866+0.000000j), (-6.000677-0.000000j)
 (11.023700+0.000000j), (0.010736-0.000000j), (-0.001827+0.000000j), (-6.018102-0.000000j)
 (11.025000+0.000000j), (0.010762-0.000000j), (-0.001787+0.000000j), (-6.035514-0.000000j)
 (11.026200+0.000000j), (0.010788-0.000000j), (-0.001744+0.000000j), (-6.052911-0.000000j)
 (11.027500+0.000000j), (0.010814-0.000000j), (-0.001700+0.000000j), (-6.070292-0.000000j)
 (11.028700+0.000000j), (0.010842-0.000000j), (-0.001655+0.000000j), (-6.087653+0.000000j)
 (11.030000+0.000000j), (0.010870-0.000000j), (-0.001607-0.000000j), (-6.104992-0.000000j)
 (11.031200+0.000000j), (0.010898-0.000000j), (-0.001559+0.000000j), (-6.122308-0.000000j)
 (11.032500+0.000000j), (0.010927-0.000000j), (-0.001509+0.000000j), (-6.139599-0.000000j)
 (11.033700+0.000000j), (0.010957-0.000000j), (-0.001457+0.000000j), (-6.156864-0.000000j)
 (11.035000+0.000000j), (0.010988-0.000000j), (-0.001404+0.000000j), (-6.174102-0.000000j)
 (11.036200+0.000000j), (0.011020-0.000000j), (-0.001351+0.000000j), (-6.191313-0.000000j)
 (11.037500+0.000000j), (0.011053-0.000000j), (-0.001296+0.000000j), (-6.208497-0.000000j)
 (11.038700+0.000000j), (0.011087-0.000000j), (-0.001240+0.000000j), (-6.225655-0.000000j)
 (11.040000+0.000000j), (0.011123-0.000000j), (-0.001184+0.000000j), (-6.242785+0.000000j)
 (11.041200+0.000000j), (0.011160-0.000000j), (-0.001127+0.000000j), (-6.259888-0.000000j)
 (11.042500+0.000000j), (0.011199-0.000000j), (-0.001070+0.000000j), (-6.276963-0.000000j)
 (11.043700+0.000000j), (0.011239-0.000000j), (-0.001013-0.000000j), (-6.294010-0.000000j)
 (11.045000+0.000000j), (0.011281-0.000000j), (-0.000954+0.000000j), (-6.311027-0.000000j)
 (11.046200+0.000000j), (0.011325-0.000000j), (-0.000896+0.000000j), (-6.328013-0.000000j)
 (11.047500+0.000000j), (0.011370-0.000000j), (-0.000837+0.000000j), (-6.344969-0.000000j)
 (11.048700+0.000000j), (0.011417-0.000000j), (-0.000778+0.000000j), (-6.361892-0.000000j)
 (11.050000+0.000000j), (0.011465-0.000000j), (-0.000719+0.000000j), (-6.378782-0.000000j)
 (11.051200+0.000000j), (0.011514-0.000000j), (-0.000659+0.000000j), (-6.395639-0.000000j)
 (11.052500+0.000000j), (0.011565-0.000000j), (-0.000600+0.000000j), (-6.412460-0.000000j)
 (11.053700+0.000000j), (0.011617-0.000000j), (-0.000540+0.000000j), (-6.429246-0.000000j)
 (11.055000+0.000000j), (0.011670-0.000000j), (-0.000479+0.000000j), (-6.445995-0.000000j)
 (11.056200+0.000000j), (0.011723-0.000000j), (-0.000418+0.000000j), (-6.462709-0.000000j)
 (11.057500+0.000000j), (0.011778-0.000000j), (-0.000357-0.000000j), (-6.479386-0.000000j)
 (11.058700+0.000000j), (0.011833-0.000000j), (-0.000295+0.000000j), (-6.496028-0.000000j)
 (11.060000+0.000000j), (0.011889-0.000000j), (-0.000233+0.000000j), (-6.512637-0.000000j)
 (11.061200+0.000000j), (0.011946-0.000000j), (-0.000169+0.000000j), (-6.529211-0.000000j)
 (11.062500+0.000000j), (0.012004-0.000000j), (-0.000106+0.000000j), (-6.545754-0.000000j)
 (11.063700+0.000000j), (0.012063-0.000000j), (-0.000041+0.000000j), (-6.562264-0.000000j)
 (11.065000+0.000000j), (0.012122-0.000000j), (0.000024+0.000000j), (-6.578742-0.000000j)
 (11.066200+0.000000j), (0.012182-0.000000j), (0.000090+0.000000j), (-6.595187-0.000000j)
 (11.067500+0.000000j), (0.012244-0.000000j), (0.000156-0.000000j), (-6.611600+0.000000j)
 (11.068700+0.000000j), (0.012306-0.000000j), (0.000223+0.000000j), (-6.627980-0.000000j)
 (11.070000+0.000000j), (0.012369-0.000000j), (0.000290+0.000000j), (-6.644328-0.000000j)
 (11.071200+0.000000j), (0.012433-0.000000j), (0.000358-0.000000j), (-6.660643-0.000000j)
 (11.072500+0.000000j), (0.012497-0.000000j), (0.000426-0.000000j), (-6.676926+0.000000j)
 (11.073700+0.000000j), (0.012562-0.000000j), (0.000495+0.000000j), (-6.693176-0.000000j)
 (11.075000+0.000000j), (0.012627-0.000000j), (0.000565+0.000000j), (-6.709394+0.000000j)
 (11.076200+0.000000j), (0.012692-0.000000j), (0.000636+0.000000j), (-6.725580-0.000000j)
 (11.077500+0.000000j), (0.012757-0.000000j), (0.000707-0.000000j), (-6.741733-0.000000j)
 (11.078700+0.000000j), (0.012821-0.000000j), (0.000779+0.000000j), (-6.757855-0.000000j)
 (11.080000+0.000000j), (0.012886-0.000000j), (0.000852+0.000000j), (-6.773946-0.000000j)
 (11.081200+0.000000j), (0.012950-0.000000j), (0.000925+0.000000j), (-6.790008-0.000000j)
 (11.082500+0.000000j), (0.013013-0.000000j), (0.000999+0.000000j), (-6.806041-0.000000j)
 (11.083700+0.000000j), (0.013076-0.000000j), (0.001074-0.000000j), (-6.822047-0.000000j)
 (11.085000+0.000000j), (0.013138-0.000000j), (0.001150+0.000000j), (-6.838028-0.000000j)
 (11.086200+0.000000j), (0.013199-0.000000j), (0.001227-0.000000j), (-6.853985-0.000000j)
 (11.087500+0.000000j), (0.013260-0.000000j), (0.001304-0.000000j), (-6.869920-0.000000j)
 (11.088700+0.000000j), (0.013320-0.000000j), (0.001382+0.000000j), (-6.885833-0.000000j)
 (11.090000+0.000000j), (0.013379-0.000000j), (0.001461-0.000000j), (-6.901726-0.000000j)
 (11.091200+0.000000j), (0.013438-0.000000j), (0.001541+0.000000j), (-6.917601-0.000000j)
 (11.092500+0.000000j), (0.013496-0.000000j), (0.001621+0.000000j), (-6.933457-0.000000j)
 (11.093700+0.000000j), (0.013554-0.000000j), (0.001702+0.000000j), (-6.949297-0.000000j)
 (11.095000+0.000000j), (0.013611-0.000000j), (0.001783-0.000000j), (-6.965120-0.000000j)
 (11.096200+0.000000j), (0.013668-0.000000j), (0.001865+0.000000j), (-6.980928-0.000000j)
 (11.097500+0.000000j), (0.013725-0.000000j), (0.001948+0.000000j), (-6.996721-0.000000j)
 (11.098700+0.000000j), (0.013781-0.000000j), (0.002031+0.000000j), (-7.012499-0.000000j)
 (11.100000+0.000000j), (0.013836-0.000000j), (0.002115-0.000000j), (-7.028264-0.000000j)
 (11.101200+0.000000j), (0.013891-0.000000j), (0.002198-0.000000j), (-7.044014-0.000000j)
 (11.102500+0.000000j), (0.013946-0.000000j), (0.002283+0.000000j), (-7.059751+0.000000j)
 (11.103700+0.000000j), (0.013999-0.000000j), (0.002368+0.000000j), (-7.075474-0.000000j)
 (11.105000+0.000000j), (0.014052-0.000000j), (0.002453+0.000000j), (-7.091184-0.000000j)
 (11.106200+0.000000j), (0.014104-0.000000j), (0.002539+0.000000j), (-7.106879-0.000000j)
 (11.107500+0.000000j), (0.014154-0.000000j), (0.002625+0.000000j), (-7.122561-0.000000j)
 (11.108700+0.000000j), (0.014204-0.000000j), (0.002712-0.000000j), (-7.138228-0.000000j)
 (11.110000+0.000000j), (0.014252-0.000000j), (0.002799-0.000000j), (-7.153879-0.000000j)
 (11.111200+0.000000j), (0.014299-0.000000j), (0.002887+0.000000j), (-7.169514-0.000000j)
 (11.112500+0.000000j), (0.014345-0.000000j), (0.002975+0.000000j), (-7.185134-0.000000j)
 (11.113700+0.000000j), (0.014391-0.000000j), (0.003064+0.000000j), (-7.200739-0.000000j)
 (11.115000+0.000000j), (0.014435-0.000000j), (0.003153+0.000000j), (-7.216330-0.000000j)
 (11.116200+0.000000j), (0.014480-0.000000j), (0.003243+0.000000j), (-7.231907+0.000000j)
 (11.117500+0.000000j), (0.014523-0.000000j), (0.003333+0.000000j), (-7.247471+0.000000j)
 (11.118700+0.000000j), (0.014566-0.000000j), (0.003423+0.000000j), (-7.263022-0.000000j)
 (11.120000+0.000000j), (0.014610-0.000000j), (0.003513+0.000000j), (-7.278563-0.000000j)
 (11.121200+0.000000j), (0.014653-0.000000j), (0.003602+0.000000j), (-7.294094-0.000000j)
 (11.122500+0.000000j), (0.014697-0.000000j), (0.003692+0.000000j), (-7.309617-0.000000j)
 (11.123700+0.000000j), (0.014741-0.000000j), (0.003782+0.000000j), (-7.325133-0.000000j)
 (11.125000+0.000000j), (0.014787-0.000000j), (0.003871+0.000000j), (-7.340642-0.000000j)
 (11.126200+0.000000j), (0.014833-0.000000j), (0.003959+0.000000j), (-7.356147-0.000000j)
 (11.127500+0.000000j), (0.014879-0.000000j), (0.004048+0.000000j), (-7.371646-0.000000j)
 (11.128700+0.000000j), (0.014927-0.000000j), (0.004135+0.000000j), (-7.387140-0.000000j)
 (11.130000+0.000000j), (0.014975-0.000000j), (0.004221+0.000000j), (-7.402628-0.000000j)
 (11.131200+0.000000j), (0.015023-0.000000j), (0.004307+0.000000j), (-7.418110-0.000000j)
 (11.132500+0.000000j), (0.015071-0.000000j), (0.004392+0.000000j), (-7.433583+0.000000j)
 (11.133700+0.000000j), (0.015119-0.000000j), (0.004476+0.000000j), (-7.449047-0.000000j)
 (11.135000+0.000000j), (0.015166-0.000000j), (0.004560-0.000000j), (-7.464501-0.000000j)
 (11.136200+0.000000j), (0.015213-0.000000j), (0.004642+0.000000j), (-7.479944-0.000000j)
 (11.137500+0.000000j), (0.015260-0.000000j), (0.004724-0.000000j), (-7.495375-0.000000j)
 (11.138700+0.000000j), (0.015305-0.000000j), (0.004804+0.000000j), (-7.510795-0.000000j)
 (11.140000+0.000000j), (0.015349-0.000000j), (0.004884+0.000000j), (-7.526204-0.000000j)
 (11.141200+0.000000j), (0.015392-0.000000j), (0.004963+0.000000j), (-7.541603-0.000000j)
 (11.142500+0.000000j), (0.015434-0.000000j), (0.005040-0.000000j), (-7.556995-0.000000j)
 (11.143700+0.000000j), (0.015475-0.000000j), (0.005116+0.000000j), (-7.572382-0.000000j)
 (11.145000+0.000000j), (0.015514-0.000000j), (0.005191+0.000000j), (-7.587767-0.000000j)
 (11.146200+0.000000j), (0.015552-0.000000j), (0.005265+0.000000j), (-7.603154-0.000000j)
 (11.147500+0.000000j), (0.015589-0.000000j), (0.005337+0.000000j), (-7.618547-0.000000j)
 (11.148700+0.000000j), (0.015625-0.000000j), (0.005408+0.000000j), (-7.633950-0.000000j)
 (11.150000+0.000000j), (0.015659-0.000000j), (0.005477+0.000000j), (-7.649366-0.000000j)
 (11.151200+0.000000j), (0.015692-0.000000j), (0.005544+0.000000j), (-7.664800-0.000000j)
 (11.152500+0.000000j), (0.015724-0.000000j), (0.005610+0.000000j), (-7.680253-0.000000j)
 (11.153700+0.000000j), (0.015756-0.000000j), (0.005674+0.000000j), (-7.695730-0.000000j)
 (11.155000+0.000000j), (0.015786-0.000000j), (0.005737+0.000000j), (-7.711231-0.000000j)
 (11.156200+0.000000j), (0.015816-0.000000j), (0.005798+0.000000j), (-7.726758-0.000000j)
 (11.157500+0.000000j), (0.015844-0.000000j), (0.005857+0.000000j), (-7.742310+0.000000j)
