 (8.157390+0.000000j), (5.373887-0.000000j), (-11.575407-0.000000j), (6.760746+0.000000j)
 (8.158640+0.000000j), (6.584378-0.000000j), (-11.153352+0.000000j), (6.279374+0.000000j)
 (8.159890+0.000000j), (7.054728-0.000000j), (-11.454342-0.000000j), (6.657665-0.000000j)
 (8.161140+0.000000j), (8.566679+0.000000j), (-12.067097+0.000000j), (7.170626-0.000000j)
 (8.162390+0.000000j), (8.508558-0.000000j), (-12.196000-0.000000j), (7.464038-0.000000j)
 (8.163650+0.000000j), (10.073204+0.000000j), (-12.323763+0.000000j), (7.782811+0.000000j)
 (8.164900+0.000000j), (8.959493+0.000000j), (-12.629773-0.000000j), (8.036213+0.000000j)
 (8.166150+0.000000j), (10.134124+0.000000j), (-12.271089-0.000000j), (7.947172+0.000000j)
 (8.167400+0.000000j), (5.680731+0.000000j), (-14.428672+0.000000j), (8.909159-0.000000j)
 (8.168650+0.000000j), (-4.675260-0.000000j), (-20.534299-0.000000j), (11.237573+0.000000j)
 (8.169910+0.000000j), (-3.233263-0.000000j), (-19.161020-0.000000j), (10.756711+0.000000j)
 (8.171160+0.000000j), (-4.159316+0.000000j), (-19.052771-0.000000j), (9.731332+0.000000j)
 (8.172410+0.000000j), (0.617324+0.000000j), (-16.322318+0.000000j), (9.930533+0.000000j)
 (8.173660+0.000000j), (6.795472-0.000000j), (-13.613757+0.000000j), (11.335930-0.000000j)
 (8.174910+0.000000j), (10.294772+0.000000j), (-11.055138+0.000000j), (10.571530+0.000000j)
 (8.176170+0.000000j), (15.287313+0.000000j), (-7.202903-0.000000j), (9.408294-0.000000j)
 (8.177420+0.000000j), (17.141158+0.000000j), (-6.064689+0.000000j), (8.300301+0.000000j)
 (8.178670+0.000000j), (21.402550+0.000000j), (-4.412529-0.000000j), (5.534874-0.000000j)
 (8.179920+0.000000j), (20.978578-0.000000j), (-4.002910+0.000000j), (5.678569+0.000000j)
 (8.181170+0.000000j), (20.615884-0.000000j), (-3.120731-0.000000j), (5.445904+0.000000j)
 (8.182420+0.000000j), (20.023977-0.000000j), (-2.663302+0.000000j), (6.307654-0.000000j)
 (8.183680+0.000000j), (21.296970+0.000000j), (-0.588235-0.000000j), (6.796041+0.000000j)
 (8.184930+0.000000j), (19.911247+0.000000j), (-0.926289+0.000000j), (8.037921-0.000000j)
 (8.186180+0.000000j), (18.991821-0.000000j), (-0.849657+0.000000j), (9.462307+0.000000j)
 (8.187430+0.000000j), (16.600263+0.000000j), (-1.888452+0.000000j), (10.564698-0.000000j)
 (8.188680+0.000000j), (13.153011-0.000000j), (-3.148904-0.000000j), (11.344319+0.000000j)
 (8.189940+0.000000j), (10.895938+0.000000j), (-4.119001-0.000000j), (12.406144-0.000000j)
 (8.191190+0.000000j), (8.444271-0.000000j), (-4.779994+0.000000j), (13.417777+0.000000j)
 (8.192440+0.000000j), (6.448528+0.000000j), (-5.491485-0.000000j), (14.562742+0.000000j)
 (8.193690+0.000000j), (3.529340-0.000000j), (-5.744993+0.000000j), (15.793302-0.000000j)
 (8.194940+0.000000j), (1.974912+0.000000j), (-6.430728-0.000000j), (16.952268+0.000000j)
 (8.196200+0.000000j), (-0.086704-0.000000j), (-6.905482-0.000000j), (17.841754-0.000000j)
 (8.197450+0.000000j), (-0.871254+0.000000j), (-7.715488+0.000000j), (19.478556+0.000000j)
 (8.198700+0.000000j), (-1.335788+0.000000j), (-8.674616-0.000000j), (22.720997-0.000000j)
 (8.199950+0.000000j), (-1.653737-0.000000j), (-9.383357+0.000000j), (24.119346+0.000000j)
 (8.201200+0.000000j), (-2.380416-0.000000j), (-9.720036+0.000000j), (25.022446-0.000000j)
 (8.202460+0.000000j), (-2.021947+0.000000j), (-10.136599+0.000000j), (25.516801+0.000000j)
 (8.203710+0.000000j), (0.208235-0.000000j), (-9.837677-0.000000j), (25.075678-0.000000j)
 (8.204960+0.000000j), (0.460316+0.000000j), (-10.166510+0.000000j), (25.019799+0.000000j)
 (8.206210+0.000000j), (-0.937779-0.000000j), (-10.046644-0.000000j), (24.012499+0.000000j)
 (8.207460+0.000000j), (-1.389853-0.000000j), (-10.737364+0.000000j), (23.912797-0.000000j)
 (8.208710+0.000000j), (-1.904501+0.000000j), (-12.151193-0.000000j), (23.885571-0.000000j)
 (8.209970+0.000000j), (-2.364740+0.000000j), (-12.994815-0.000000j), (23.715714+0.000000j)
 (8.211220+0.000000j), (-3.291266-0.000000j), (-12.725095+0.000000j), (22.056603+0.000000j)
 (8.212470+0.000000j), (-3.935504-0.000000j), (-13.409164+0.000000j), (21.862533-0.000000j)
 (8.213720+0.000000j), (-5.033878+0.000000j), (-14.259768-0.000000j), (22.473885-0.000000j)
 (8.214970+0.000000j), (-5.689495+0.000000j), (-15.353475+0.000000j), (22.779844+0.000000j)
 (8.216230+0.000000j), (-6.400122-0.000000j), (-16.518136-0.000000j), (22.313885-0.000000j)
 (8.217480+0.000000j), (-6.460436+0.000000j), (-17.719900-0.000000j), (22.573986-0.000000j)
 (8.218730+0.000000j), (-4.225554+0.000000j), (-17.882022+0.000000j), (22.973299+0.000000j)
 (8.219980+0.000000j), (-3.300795-0.000000j), (-19.030895+0.000000j), (23.571879-0.000000j)
 (8.221230+0.000000j), (-2.318030-0.000000j), (-20.298006+0.000000j), (24.110846+0.000000j)
 (8.222490+0.000000j), (-1.425475+0.000000j), (-21.580448-0.000000j), (24.539028-0.000000j)
 (8.223740+0.000000j), (-0.102589-0.000000j), (-20.347240+0.000000j), (22.726239+0.000000j)
 (8.224990+0.000000j), (1.204117+0.000000j), (-20.769996-0.000000j), (22.084715-0.000000j)
 (8.226240+0.000000j), (3.642548+0.000000j), (-19.329655+0.000000j), (19.325281-0.000000j)
 (8.227490+0.000000j), (5.367661+0.000000j), (-19.626177+0.000000j), (18.163990+0.000000j)
 (8.228750+0.000000j), (4.960491-0.000000j), (-19.537607+0.000000j), (17.827068-0.000000j)
 (8.230000+0.000000j), (5.870596-0.000000j), (-20.176313+0.000000j), (17.527416+0.000000j)
 (8.231250+0.000000j), (6.527182-0.000000j), (-17.822329-0.000000j), (18.456629-0.000000j)
 (8.232500+0.000000j), (7.643353+0.000000j), (-17.440852+0.000000j), (18.882195+0.000000j)
 (8.233750+0.000000j), (6.731203-0.000000j), (-13.994282+0.000000j), (18.633968-0.000000j)
 (8.235000+0.000000j), (7.036831+0.000000j), (-12.562314+0.000000j), (18.958820+0.000000j)
 (8.236260+0.000000j), (4.333862+0.000000j), (-8.605519+0.000000j), (19.935620-0.000000j)
 (8.237510+0.000000j), (3.447276-0.000000j), (-6.274102-0.000000j), (20.732538+0.000000j)
 (8.238760+0.000000j), (2.553474+0.000000j), (-3.716290+0.000000j), (17.983467+0.000000j)
 (8.240010+0.000000j), (1.874857-0.000000j), (-1.363774-0.000000j), (16.998541-0.000000j)
 (8.241260+0.000000j), (-0.158212+0.000000j), (0.729320+0.000000j), (16.030926+0.000000j)
 (8.242520+0.000000j), (-1.575666-0.000000j), (3.139617-0.000000j), (15.100741+0.000000j)
 (8.243770+0.000000j), (-0.579358-0.000000j), (2.407342+0.000000j), (13.959983+0.000000j)
 (8.245020+0.000000j), (-0.696889+0.000000j), (3.468949-0.000000j), (12.482680-0.000000j)
 (8.246270+0.000000j), (-0.938070+0.000000j), (4.357662+0.000000j), (12.600757+0.000000j)
 (8.247520+0.000000j), (-1.365041-0.000000j), (5.986848-0.000000j), (11.361968+0.000000j)
 (8.248780+0.000000j), (-1.285156-0.000000j), (4.842406+0.000000j), (15.662817+0.000000j)
 (8.250030+0.000000j), (-1.682747+0.000000j), (5.471654+0.000000j), (17.291150-0.000000j)
 (8.251280+0.000000j), (-1.543624-0.000000j), (5.608303-0.000000j), (21.253154-0.000000j)
 (8.252530+0.000000j), (-2.005797+0.000000j), (6.789051-0.000000j), (24.527408+0.000000j)
 (8.253780+0.000000j), (-0.652956+0.000000j), (4.035090-0.000000j), (27.312747+0.000000j)
 (8.255040+0.000000j), (-0.292622-0.000000j), (3.205657+0.000000j), (31.637764-0.000000j)
 (8.256290+0.000000j), (-0.007925+0.000000j), (1.802055+0.000000j), (32.280996+0.000000j)
 (8.257540+0.000000j), (-0.091773-0.000000j), (0.572963+0.000000j), (36.690659-0.000000j)
 (8.258790+0.000000j), (2.162203-0.000000j), (0.186757+0.000000j), (35.065676-0.000000j)
 (8.260040+0.000000j), (3.713154+0.000000j), (-1.006058-0.000000j), (38.756566-0.000000j)
 (8.261290+0.000000j), (4.047195-0.000000j), (-0.305601-0.000000j), (36.279027-0.000000j)
 (8.262550+0.000000j), (5.177616-0.000000j), (-0.864647+0.000000j), (39.701469+0.000000j)
 (8.263800+0.000000j), (5.519353-0.000000j), (-0.189703-0.000000j), (34.637195+0.000000j)
 (8.265050+0.000000j), (6.745179+0.000000j), (-0.482466-0.000000j), (35.759942-0.000000j)
 (8.266300+0.000000j), (7.419175-0.000000j), (-0.094707+0.000000j), (32.364325+0.000000j)
 (8.267550+0.000000j), (9.492912+0.000000j), (-0.526886-0.000000j), (33.702957-0.000000j)
 (8.268810+0.000000j), (8.996211+0.000000j), (0.709856+0.000000j), (29.682234+0.000000j)
 (8.270060+0.000000j), (11.171873+0.000000j), (1.368874-0.000000j), (30.636513-0.000000j)
 (8.271310+0.000000j), (8.729454-0.000000j), (0.213168+0.000000j), (25.140391+0.000000j)
 (8.272560+0.000000j), (9.153491-0.000000j), (-1.020970+0.000000j), (23.866687+0.000000j)
 (8.273810+0.000000j), (8.290249+0.000000j), (-0.831142+0.000000j), (20.882564+0.000000j)
 (8.275070+0.000000j), (9.334652+0.000000j), (-2.534240-0.000000j), (20.461736-0.000000j)
 (8.276320+0.000000j), (7.706267+0.000000j), (-1.074030-0.000000j), (16.558185+0.000000j)
 (8.277570+0.000000j), (8.353798-0.000000j), (-2.691897+0.000000j), (15.466631-0.000000j)
 (8.278820+0.000000j), (6.423594-0.000000j), (0.432057+0.000000j), (10.936431+0.000000j)
 (8.280070+0.000000j), (6.254557+0.000000j), (0.473359+0.000000j), (7.774652-0.000000j)
 (8.281330+0.000000j), (5.239926+0.000000j), (3.232676-0.000000j), (4.515261+0.000000j)
 (8.282580+0.000000j), (5.455640-0.000000j), (4.636719-0.000000j), (-0.868671-0.000000j)
 (8.283830+0.000000j), (4.018217+0.000000j), (5.836201-0.000000j), (0.325910-0.000000j)
 (8.285080+0.000000j), (3.813621+0.000000j), (7.173745+0.000000j), (-2.925080+0.000000j)
 (8.286330+0.000000j), (2.631050+0.000000j), (7.271140-0.000000j), (-1.011578-0.000000j)
 (8.287580+0.000000j), (2.182692-0.000000j), (6.731622+0.000000j), (-1.782530+0.000000j)
 (8.288840+0.000000j), (1.562279+0.000000j), (9.601338-0.000000j), (-1.723979-0.000000j)
 (8.290090+0.000000j), (1.910671-0.000000j), (11.257023-0.000000j), (-2.020781+0.000000j)
 (8.291340+0.000000j), (-0.074271+0.000000j), (13.476993-0.000000j), (-3.474986-0.000000j)
 (8.292590+0.000000j), (-1.356694+0.000000j), (17.349550-0.000000j), (-5.096539+0.000000j)
 (8.293840+0.000000j), (-2.156902-0.000000j), (16.904895+0.000000j), (-6.085386-0.000000j)
 (8.295100+0.000000j), (-4.321778+0.000000j), (20.569740-0.000000j), (-9.010633-0.000000j)
 (8.296350+0.000000j), (-2.849744-0.000000j), (19.334334+0.000000j), (-8.191275+0.000000j)
 (8.297600+0.000000j), (-2.065943+0.000000j), (23.979570+0.000000j), (-10.521384-0.000000j)
 (8.298850+0.000000j), (-3.326781-0.000000j), (20.002794+0.000000j), (-9.158018-0.000000j)
 (8.300100+0.000000j), (-3.878770+0.000000j), (22.095037-0.000000j), (-10.590848+0.000000j)
 (8.301360+0.000000j), (-4.801512-0.000000j), (19.210099+0.000000j), (-9.309842-0.000000j)
 (8.302610+0.000000j), (-6.496286+0.000000j), (21.254818+0.000000j), (-8.808073-0.000000j)
 (8.303860+0.000000j), (-6.048268-0.000000j), (17.689899+0.000000j), (-10.166625+0.000000j)
 (8.305110+0.000000j), (-6.807199+0.000000j), (18.606651+0.000000j), (-12.430112-0.000000j)
 (8.306360+0.000000j), (-7.210808-0.000000j), (14.807729-0.000000j), (-11.609570+0.000000j)
 (8.307620+0.000000j), (-9.564183+0.000000j), (13.154339-0.000000j), (-12.777997-0.000000j)
 (8.308870+0.000000j), (-8.057573-0.000000j), (11.353940+0.000000j), (-12.390313+0.000000j)
 (8.310120+0.000000j), (-8.907499+0.000000j), (9.097695-0.000000j), (-13.083021-0.000000j)
 (8.311370+0.000000j), (-8.030221-0.000000j), (8.456413+0.000000j), (-13.937830+0.000000j)
 (8.312620+0.000000j), (-8.947130-0.000000j), (5.591177+0.000000j), (-17.431306+0.000000j)
 (8.313870+0.000000j), (-7.692096+0.000000j), (6.729558-0.000000j), (-15.331293+0.000000j)
 (8.315130+0.000000j), (-7.222209-0.000000j), (5.699236+0.000000j), (-16.793665-0.000000j)
 (8.316380+0.000000j), (-7.542892+0.000000j), (5.980497-0.000000j), (-15.007656+0.000000j)
 (8.317630+0.000000j), (-8.965597-0.000000j), (4.231588-0.000000j), (-15.037878-0.000000j)
 (8.318880+0.000000j), (-7.817316+0.000000j), (5.452207+0.000000j), (-14.842516-0.000000j)
 (8.320130+0.000000j), (-8.231113-0.000000j), (4.713384-0.000000j), (-16.829497+0.000000j)
 (8.321390+0.000000j), (-7.162901+0.000000j), (5.627753-0.000000j), (-14.654217-0.000000j)
 (8.322640+0.000000j), (-6.685810+0.000000j), (4.465056+0.000000j), (-13.617844+0.000000j)
 (8.323890+0.000000j), (-6.686127-0.000000j), (6.651106+0.000000j), (-13.543418-0.000000j)
 (8.325140+0.000000j), (-7.662785+0.000000j), (8.751763+0.000000j), (-13.694665-0.000000j)
 (8.326390+0.000000j), (-6.526052-0.000000j), (8.136051-0.000000j), (-13.526258+0.000000j)
 (8.327650+0.000000j), (-6.193194+0.000000j), (7.810399-0.000000j), (-13.685341-0.000000j)
 (8.328900+0.000000j), (-5.859543+0.000000j), (7.964846+0.000000j), (-13.467858+0.000000j)
 (8.330150+0.000000j), (-6.903848-0.000000j), (7.671333+0.000000j), (-12.651648-0.000000j)
 (8.331400+0.000000j), (-5.073936-0.000000j), (8.367355-0.000000j), (-14.027011-0.000000j)
 (8.332650+0.000000j), (-3.728852+0.000000j), (9.105245+0.000000j), (-15.327397+0.000000j)
 (8.333900+0.000000j), (-3.131215-0.000000j), (9.152995-0.000000j), (-16.364100+0.000000j)
 (8.335160+0.000000j), (-2.540892+0.000000j), (9.359281+0.000000j), (-19.264993-0.000000j)
 (8.336410+0.000000j), (-1.789413-0.000000j), (9.615060+0.000000j), (-18.321486+0.000000j)
 (8.337660+0.000000j), (-0.569143+0.000000j), (10.425128-0.000000j), (-19.035653-0.000000j)
 (8.338910+0.000000j), (-0.290944+0.000000j), (10.145384-0.000000j), (-18.803202-0.000000j)
 (8.340160+0.000000j), (0.674541-0.000000j), (10.417995-0.000000j), (-20.319652+0.000000j)
 (8.341420+0.000000j), (0.866067-0.000000j), (10.053919+0.000000j), (-19.777842-0.000000j)
 (8.342670+0.000000j), (1.928362-0.000000j), (9.554877+0.000000j), (-20.906056+0.000000j)
 (8.343920+0.000000j), (2.006396-0.000000j), (10.281606+0.000000j), (-20.527433-0.000000j)
 (8.345170+0.000000j), (3.195026+0.000000j), (12.543074-0.000000j), (-22.763621-0.000000j)
 (8.346420+0.000000j), (3.211656+0.000000j), (11.110317+0.000000j), (-20.998456-0.000000j)
 (8.347680+0.000000j), (5.369763-0.000000j), (9.754975-0.000000j), (-20.642483+0.000000j)
 (8.348930+0.000000j), (4.006555+0.000000j), (9.782347-0.000000j), (-20.061725-0.000000j)
 (8.350180+0.000000j), (4.112069-0.000000j), (10.922933+0.000000j), (-21.811989+0.000000j)
 (8.351430+0.000000j), (2.851542-0.000000j), (9.757652+0.000000j), (-20.009037-0.000000j)
 (8.352680+0.000000j), (2.439429+0.000000j), (8.679729-0.000000j), (-19.156075-0.000000j)
 (8.353940+0.000000j), (1.718644+0.000000j), (8.033489+0.000000j), (-18.267814+0.000000j)
 (8.355190+0.000000j), (2.245243-0.000000j), (7.401071+0.000000j), (-18.455141+0.000000j)
 (8.356440+0.000000j), (0.933035-0.000000j), (6.841390-0.000000j), (-17.896270-0.000000j)
 (8.357690+0.000000j), (0.058867+0.000000j), (5.738538+0.000000j), (-19.360732+0.000000j)
 (8.358940+0.000000j), (-0.923138+0.000000j), (5.815400-0.000000j), (-17.437019+0.000000j)
 (8.360190+0.000000j), (-1.526325-0.000000j), (6.158137+0.000000j), (-15.953467-0.000000j)
 (8.361450+0.000000j), (-2.287465-0.000000j), (5.567878-0.000000j), (-14.586011-0.000000j)
 (8.362700+0.000000j), (-2.324475+0.000000j), (4.298835+0.000000j), (-13.683052+0.000000j)
 (8.363950+0.000000j), (-3.673206-0.000000j), (4.077848+0.000000j), (-12.702203+0.000000j)
 (8.365200+0.000000j), (-5.425735-0.000000j), (3.268635-0.000000j), (-12.156071-0.000000j)
 (8.366450+0.000000j), (-6.202537+0.000000j), (3.421587+0.000000j), (-11.056678+0.000000j)
 (8.367710+0.000000j), (-6.622956-0.000000j), (3.229705-0.000000j), (-9.628098+0.000000j)
 (8.368960+0.000000j), (-7.824079-0.000000j), (3.456310+0.000000j), (-9.040410-0.000000j)
 (8.370210+0.000000j), (-10.025070+0.000000j), (3.600437+0.000000j), (-8.267851+0.000000j)
 (8.371460+0.000000j), (-10.577232-0.000000j), (3.482777+0.000000j), (-8.034379-0.000000j)
 (8.372710+0.000000j), (-11.383358+0.000000j), (2.725047-0.000000j), (-7.540755+0.000000j)
 (8.373970+0.000000j), (-11.703922+0.000000j), (2.654384+0.000000j), (-7.766585-0.000000j)
 (8.375220+0.000000j), (-12.269521+0.000000j), (1.663245-0.000000j), (-8.413370+0.000000j)
 (8.376470+0.000000j), (-12.764223+0.000000j), (2.281581+0.000000j), (-8.431005-0.000000j)
 (8.377720+0.000000j), (-14.092330+0.000000j), (3.022327-0.000000j), (-8.099354+0.000000j)
 (8.378970+0.000000j), (-14.305324-0.000000j), (3.730091+0.000000j), (-8.457146-0.000000j)
 (8.380230+0.000000j), (-14.793995+0.000000j), (4.227532-0.000000j), (-9.155361-0.000000j)
 (8.381480+0.000000j), (-14.890836-0.000000j), (5.125965+0.000000j), (-9.913896-0.000000j)
 (8.382730+0.000000j), (-15.390751+0.000000j), (7.018246-0.000000j), (-11.832879+0.000000j)
 (8.383980+0.000000j), (-15.581583+0.000000j), (7.134914+0.000000j), (-12.307080-0.000000j)
 (8.385230+0.000000j), (-17.013961+0.000000j), (6.436727-0.000000j), (-13.219084-0.000000j)
 (8.386480+0.000000j), (-16.275053-0.000000j), (6.310537+0.000000j), (-13.394977+0.000000j)
 (8.387740+0.000000j), (-14.023034+0.000000j), (6.433030-0.000000j), (-14.623783-0.000000j)
 (8.388990+0.000000j), (-13.588647+0.000000j), (6.025582+0.000000j), (-13.922367+0.000000j)
 (8.390240+0.000000j), (-14.592959-0.000000j), (4.784189-0.000000j), (-12.288894-0.000000j)
 (8.391490+0.000000j), (-14.080286+0.000000j), (4.323713+0.000000j), (-11.392687-0.000000j)
 (8.392740+0.000000j), (-12.816342+0.000000j), (3.429362+0.000000j), (-10.930352+0.000000j)
 (8.394000+0.000000j), (-11.924561-0.000000j), (3.521367+0.000000j), (-10.164886-0.000000j)
 (8.395250+0.000000j), (-10.721837+0.000000j), (4.693258-0.000000j), (-9.097404-0.000000j)
 (8.396500+0.000000j), (-9.809862+0.000000j), (4.584660-0.000000j), (-8.774369+0.000000j)
 (8.397750+0.000000j), (-8.271636-0.000000j), (3.006838+0.000000j), (-9.963399+0.000000j)
 (8.399000+0.000000j), (-7.773972+0.000000j), (2.630991+0.000000j), (-9.701117-0.000000j)
 (8.400260+0.000000j), (-8.196784-0.000000j), (2.481123-0.000000j), (-8.813448+0.000000j)
 (8.401510+0.000000j), (-8.057105-0.000000j), (2.348416+0.000000j), (-8.174553+0.000000j)
 (8.402760+0.000000j), (-7.701864+0.000000j), (1.887199-0.000000j), (-7.551438-0.000000j)
 (8.404010+0.000000j), (-7.407454+0.000000j), (1.852194-0.000000j), (-7.162117+0.000000j)
 (8.405260+0.000000j), (-6.843304-0.000000j), (2.046059-0.000000j), (-7.593692-0.000000j)
 (8.406520+0.000000j), (-6.553560-0.000000j), (2.156041+0.000000j), (-7.557010+0.000000j)
 (8.407770+0.000000j), (-6.473303-0.000000j), (2.084254-0.000000j), (-8.141805-0.000000j)
 (8.409020+0.000000j), (-6.108456+0.000000j), (2.126868-0.000000j), (-8.026874-0.000000j)
 (8.410270+0.000000j), (-4.965832-0.000000j), (1.815355-0.000000j), (-7.514219+0.000000j)
 (8.411520+0.000000j), (-4.108877+0.000000j), (1.955934+0.000000j), (-6.975663-0.000000j)
 (8.412770+0.000000j), (-2.221507-0.000000j), (2.755502+0.000000j), (-5.885345-0.000000j)
 (8.414030+0.000000j), (-1.131611+0.000000j), (3.058058-0.000000j), (-5.315432+0.000000j)
 (8.415280+0.000000j), (-0.497400+0.000000j), (2.206518-0.000000j), (-6.067477-0.000000j)
 (8.416530+0.000000j), (0.480162-0.000000j), (2.304922-0.000000j), (-5.762053-0.000000j)
 (8.417780+0.000000j), (2.429477-0.000000j), (3.739762+0.000000j), (-4.021023+0.000000j)
 (8.419030+0.000000j), (3.811657-0.000000j), (4.287506-0.000000j), (-2.924686+0.000000j)
 (8.420290+0.000000j), (4.480149+0.000000j), (2.717515-0.000000j), (-2.118145-0.000000j)
 (8.421540+0.000000j), (5.600244+0.000000j), (2.422885-0.000000j), (-1.138116+0.000000j)
 (8.422790+0.000000j), (6.514647+0.000000j), (2.859122+0.000000j), (-0.552166+0.000000j)
 (8.424040+0.000000j), (7.633693-0.000000j), (3.111794-0.000000j), (0.246329-0.000000j)
 (8.425290+0.000000j), (7.226303-0.000000j), (2.946434+0.000000j), (-0.411933+0.000000j)
 (8.426550+0.000000j), (7.802193-0.000000j), (3.117984+0.000000j), (-0.132623+0.000000j)
 (8.427800+0.000000j), (7.347939-0.000000j), (3.168568-0.000000j), (0.246674-0.000000j)
 (8.429050+0.000000j), (7.789126+0.000000j), (3.406192+0.000000j), (0.882932-0.000000j)
 (8.430300+0.000000j), (7.806151+0.000000j), (2.792032-0.000000j), (1.772104-0.000000j)
 (8.431550+0.000000j), (8.375579+0.000000j), (2.731738-0.000000j), (2.716219+0.000000j)
 (8.432810+0.000000j), (7.300627-0.000000j), (2.230636-0.000000j), (2.217904+0.000000j)
 (8.434060+0.000000j), (7.288410+0.000000j), (2.103172+0.000000j), (2.584036-0.000000j)
 (8.435310+0.000000j), (5.638208-0.000000j), (1.651629+0.000000j), (2.504272-0.000000j)
 (8.436560+0.000000j), (5.048157-0.000000j), (1.495036-0.000000j), (2.934233+0.000000j)
 (8.437810+0.000000j), (4.913126+0.000000j), (1.273532-0.000000j), (4.054301+0.000000j)
 (8.439060+0.000000j), (4.812674-0.000000j), (1.197676+0.000000j), (5.196816-0.000000j)
 (8.440320+0.000000j), (3.557431-0.000000j), (0.563404+0.000000j), (4.806492-0.000000j)
 (8.441570+0.000000j), (2.902781+0.000000j), (0.193811+0.000000j), (5.405715+0.000000j)
 (8.442820+0.000000j), (3.646042+0.000000j), (-0.663005-0.000000j), (6.154061-0.000000j)
