"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.726578260E-1,1.616086066E-2,2.627636492E-1,9.795277596E0,9.798814677E0
6.751778260E-1,3.052607179E-2,2.483984232E-1,9.804854393E0,9.808047884E0
6.776978260E-1,4.967968538E-2,2.531868219E-1,9.785700798E0,9.789101682E0
6.802176180E-1,3.531447425E-2,2.531868219E-1,9.780912399E0,9.784252554E0
6.827368370E-1,1.137245819E-2,2.436100245E-1,9.795277596E0,9.798313036E0
6.852560550E-1,3.052607179E-2,2.340332121E-1,9.785700798E0,9.788546547E0
6.877752740E-1,3.052607179E-2,2.340332121E-1,9.766547203E0,9.769398531E0
6.902944930E-1,4.010287672E-2,2.388216257E-1,9.761758804E0,9.764762105E0
6.928137120E-1,3.531447425E-2,2.292448133E-1,9.776124001E0,9.778875230E0
6.953329300E-1,3.052607179E-2,2.340332121E-1,9.790489197E0,9.793333554E0
6.978521490E-1,3.052607179E-2,2.053027898E-1,9.780912399E0,9.783114455E0
7.003713680E-1,1.137245819E-2,2.005143911E-1,9.795277596E0,9.797336298E0
7.028905870E-1,2.573766746E-2,2.100912035E-1,9.804854393E0,9.807138747E0
7.054098050E-1,4.489128292E-2,2.148796022E-1,9.795277596E0,9.797737068E0
7.079290240E-1,3.052607179E-2,1.909375787E-1,9.780912399E0,9.782823537E0
7.104482430E-1,4.010287672E-2,2.005143911E-1,9.790489197E0,9.792624417E0
7.129674620E-1,3.531447425E-2,2.148796022E-1,9.790489197E0,9.792910654E0
7.154867320E-1,2.094926499E-2,2.244564146E-1,9.795277596E0,9.797871337E0
7.180060550E-1,4.010287672E-2,2.053027898E-1,9.785700798E0,9.787936329E0
7.205254300E-1,4.967968538E-2,2.005143911E-1,9.804854393E0,9.807030323E0
7.230448570E-1,4.010287672E-2,2.005143911E-1,9.795277596E0,9.797411772E0
7.255643370E-1,2.094926499E-2,2.148796022E-1,9.780912399E0,9.783294919E0
7.280838680E-1,1.616086066E-2,1.957259923E-1,9.776124001E0,9.778096456E0
7.306034510E-1,3.052607179E-2,2.005143911E-1,9.785700798E0,9.787802510E0
7.331230870E-1,3.531447425E-2,2.196680009E-1,9.776124001E0,9.778655409E0
7.356427740E-1,4.010287672E-2,2.053027898E-1,9.776124001E0,9.778361721E0
7.381625140E-1,3.531447425E-2,1.957259923E-1,9.795277596E0,9.797296512E0
7.406823050E-1,3.531447425E-2,2.005143911E-1,9.780912399E0,9.783031253E0
7.432021490E-1,4.010287672E-2,2.196680009E-1,9.795277596E0,9.797822485E0
7.457220450E-1,3.052607179E-2,2.005143911E-1,9.795277596E0,9.797377253E0
7.482419410E-1,1.616086066E-2,2.005143911E-1,9.800065994E0,9.802130416E0
7.507618370E-1,1.616086066E-2,2.100912035E-1,9.795277596E0,9.797543705E0
7.532817320E-1,1.616086066E-2,2.005143911E-1,9.785700798E0,9.787768249E0
7.558015240E-1,3.052607179E-2,2.100912035E-1,9.814431190E0,9.816727038E0
7.583207430E-1,1.616086066E-2,2.148796022E-1,9.819219589E0,9.821583770E0
7.608399620E-1,1.795651275E-3,2.292448133E-1,9.800065994E0,9.802747059E0
7.633591800E-1,-2.992752008E-3,2.388216257E-1,9.795277596E0,9.798189011E0
7.658783990E-1,1.616086066E-2,2.292448133E-1,9.814431190E0,9.817121470E0
7.683976180E-1,1.616086066E-2,2.436100245E-1,9.785700798E0,9.788745942E0
7.709168370E-1,2.094926499E-2,2.436100245E-1,9.776124001E0,9.779181213E0
7.734360550E-1,2.573766746E-2,2.483984232E-1,9.785700798E0,9.788886776E0
7.759552740E-1,3.052607179E-2,2.531868219E-1,9.771335602E0,9.774662902E0
7.784745450E-1,4.489128292E-2,2.723404467E-1,9.780912399E0,9.784806176E0
7.809938680E-1,3.531447425E-2,2.723404467E-1,9.766547203E0,9.770407397E0
7.835132430E-1,2.573766746E-2,2.771288455E-1,9.766547203E0,9.770512120E0
7.860327220E-1,4.010287672E-2,2.531868219E-1,9.776124001E0,9.779484254E0
7.885523050E-1,3.531447425E-2,2.579752207E-1,9.776124001E0,9.779590932E0
7.910719930E-1,3.531447425E-2,2.483984232E-1,9.790489197E0,9.793703467E0
7.935917320E-1,4.489128292E-2,2.627636492E-1,9.800065994E0,9.803690808E0
7.961115240E-1,4.489128292E-2,2.723404467E-1,9.795277596E0,9.799165664E0
7.986313680E-1,4.010287672E-2,2.867056429E-1,9.814431190E0,9.818699912E0
