"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.925738630E-1,8.798690885E-2,2.005143911E-1,9.828796387E0,9.831235229E0
6.950939670E-1,8.798690885E-2,1.957259923E-1,9.838373184E0,9.840713250E0
6.976140720E-1,1.071405262E-1,2.005143911E-1,9.838373184E0,9.840999544E0
7.001341760E-1,1.119289324E-1,2.005143911E-1,9.838373184E0,9.841052841E0
7.026542800E-1,9.756372124E-2,2.005143911E-1,9.852738380E0,9.855261452E0
7.051743840E-1,7.841010392E-2,2.053027898E-1,9.833584785E0,9.836040215E0
7.076939670E-1,7.362170517E-2,1.813607812E-1,9.819219589E0,9.821170258E0
7.102135510E-1,9.756372124E-2,1.861491799E-1,9.814431190E0,9.816681200E0
7.127331340E-1,1.071405262E-1,1.813607812E-1,9.824007988E0,9.826266014E0
7.152527170E-1,1.023521200E-1,1.813607812E-1,9.838373184E0,9.840576945E0
7.177723530E-1,9.756372124E-2,1.717839688E-1,9.838373184E0,9.840356463E0
7.202920400E-1,9.756372124E-2,1.861491799E-1,9.819219589E0,9.821468502E0
7.228117800E-1,1.023521200E-1,1.957259923E-1,9.824007988E0,9.826490603E0
7.253317800E-1,1.119289324E-1,1.957259923E-1,9.809642792E0,9.812233612E0
7.278517800E-1,1.119289324E-1,2.005143911E-1,9.800065994E0,9.802756123E0
7.303717800E-1,9.756372124E-2,2.005143911E-1,9.814431190E0,9.816964108E0
7.328917800E-1,8.798690885E-2,2.100912035E-1,9.819219589E0,9.821860992E0
7.354117800E-1,8.319851011E-2,2.005143911E-1,9.824007988E0,9.826406310E0
7.379317800E-1,1.119289324E-1,2.100912035E-1,9.824007988E0,9.826891642E0
7.404512070E-1,1.071405262E-1,2.100912035E-1,9.843161583E0,9.845986358E0
7.429706340E-1,8.798690885E-2,2.292448133E-1,9.814431190E0,9.817502456E0
7.454900610E-1,1.023521200E-1,2.292448133E-1,9.795277596E0,9.798494390E0
7.480094880E-1,1.119289324E-1,2.483984232E-1,9.800065994E0,9.803852475E0
7.505289670E-1,1.023521200E-1,2.627636492E-1,9.795277596E0,9.799335889E0
7.530484990E-1,1.071405262E-1,2.627636492E-1,9.785700798E0,9.789814295E0
7.555681340E-1,9.756372124E-2,2.675520480E-1,9.800065994E0,9.804202990E0
7.580878740E-1,8.798690885E-2,2.819172442E-1,9.804854393E0,9.809301132E0
7.606077170E-1,1.023521200E-1,2.819172442E-1,9.780912399E0,9.785509729E0
7.631276650E-1,9.756372124E-2,2.962824702E-1,9.780912399E0,9.785885210E0
7.656477170E-1,8.319851011E-2,3.106476665E-1,9.771335602E0,9.776626382E0
7.681678740E-1,7.841010392E-2,3.010708690E-1,9.785700798E0,9.790645123E0
7.706880820E-1,7.841010392E-2,3.106476665E-1,9.780912399E0,9.786158464E0
7.732083420E-1,7.362170517E-2,3.154360652E-1,9.766547203E0,9.771917127E0
7.757286550E-1,8.798690885E-2,3.154360652E-1,9.766547203E0,9.772035913E0
7.782490200E-1,8.798690885E-2,3.202244639E-1,9.780912399E0,9.786548562E0
7.807693840E-1,7.841010392E-2,3.345896900E-1,9.766547203E0,9.772591400E0
7.832897490E-1,7.841010392E-2,3.345896900E-1,9.785700798E0,9.791733172E0
7.858101130E-1,7.362170517E-2,3.441664875E-1,9.780912399E0,9.787242619E0
7.883302170E-1,7.841010392E-2,3.489548862E-1,9.785700798E0,9.792234564E0
7.908502170E-1,7.362170517E-2,3.537433147E-1,9.790489197E0,9.797154342E0
7.933700090E-1,8.798690885E-2,3.585317135E-1,9.766547203E0,9.773521932E0
7.958896450E-1,9.277531505E-2,3.585317135E-1,9.776124001E0,9.783136139E0
7.984091760E-1,8.319851011E-2,3.441664875E-1,9.771335602E0,9.777748821E0
8.009287070E-1,7.362170517E-2,3.728969097E-1,9.776124001E0,9.783510246E0
8.034482380E-1,9.277531505E-2,3.920505345E-1,9.795277596E0,9.803559254E0
8.059677700E-1,8.798690885E-2,3.776853085E-1,9.780912399E0,9.788597205E0
8.084873010E-1,8.319851011E-2,3.728969097E-1,9.804854393E0,9.812295540E0
8.110068320E-1,6.883329898E-2,3.776853085E-1,9.790489197E0,9.798013213E0
